"","Julian_day","Constituent","Depth","Value","Elevation"
"1080",295,"Specific Conductivity",1,101.4,117.95
"1081",295,"Specific Conductivity",2,102,116.95
"1082",295,"Specific Conductivity",3,102,115.95
"1083",295,"Specific Conductivity",4,102.8,114.95
"1084",295,"Specific Conductivity",5,102.9,113.95
"1085",295,"Specific Conductivity",6,102.6,112.95
"1086",295,"Specific Conductivity",7,104,111.95
"1087",295,"Specific Conductivity",8,104.6,110.95
"1088",295,"Specific Conductivity",9,106.5,109.95
"1089",295,"Specific Conductivity",10,107.4,108.95
"1090",295,"Specific Conductivity",11,107.4,107.95
"1091",295,"Specific Conductivity",12,107.3,106.95
"1092",295,"Specific Conductivity",13,106.9,105.95
"1093",295,"Specific Conductivity",14,108.9,104.95
"1094",295,"Specific Conductivity",15,109.6,103.95
"1095",295,"Specific Conductivity",16,108.9,102.95
"1096",295,"Specific Conductivity",17,109.1,101.95
"1097",295,"Specific Conductivity",18,110,100.95
"1098",295,"Specific Conductivity",19,109.8,99.95
"1099",295,"Specific Conductivity",20,111.2,98.95
"1100",295,"Specific Conductivity",21,112.9,97.95
"1101",295,"Specific Conductivity",22,113.4,96.95
"1102",295,"Specific Conductivity",23,118,95.95
"1103",295,"Specific Conductivity",24,119.4,94.95
"1104",295,"Specific Conductivity",25,122.5,93.95
"1105",295,"Specific Conductivity",26,123.2,92.95
"1106",295,"Specific Conductivity",27,123.7,91.95
"1107",295,"Specific Conductivity",28,123.9,90.95
"1108",295,"Specific Conductivity",29,124.9,89.95
"1109",295,"Specific Conductivity",29.8,125.8,89.15
"1110",295,"Temperature",23,10.52,95.95
"1111",295,"Temperature",24,10.34,94.95
"1112",295,"Temperature",25,10.03,93.95
"1113",295,"Temperature",26,9.97,92.95
"1114",295,"Temperature",14,11.36,104.95
"1115",295,"Temperature",15,11.32,103.95
"1116",295,"Temperature",16,11.32,102.95
"1117",295,"Temperature",17,11.32,101.95
"1118",295,"Temperature",18,11.28,100.95
"1119",295,"Temperature",19,11.26,99.95
"1120",295,"Temperature",20,11.15,98.95
"1121",295,"Temperature",21,10.93,97.95
"1122",295,"Temperature",22,10.91,96.95
"1123",295,"Temperature",27,9.85,91.95
"1124",295,"Temperature",28,9.85,90.95
"1125",295,"Temperature",29,9.75,89.95
"1126",295,"Temperature",29.8,9.62,89.15
"1127",469,"Specific Conductivity",0.3,108.4,119.8
"1128",469,"Specific Conductivity",0.3,108.8,119.8
"1129",469,"Specific Conductivity",1,109.2,119.1
"1130",469,"Specific Conductivity",2,109.3,118.1
"1131",469,"Temperature",0.3,8.07,119.8
"1132",469,"Temperature",0.3,8.07,119.8
"1133",469,"Temperature",1,7.93,119.1
"1134",469,"Temperature",2,7.81,118.1
"1135",469,"Temperature",3,7.86,117.1
"1136",469,"Temperature",6,7.76,114.1
"1137",469,"Temperature",6.1,7.75,114
"1138",469,"Temperature",9,7.74,111.1
"1139",469,"Temperature",12,7.7,108.1
"1140",469,"Temperature",15,7.36,105.1
"1141",469,"Temperature",18,7.04,102.1
"1142",469,"Temperature",21,6.71,99.1
"1143",469,"Temperature",24,6.27,96.1
"1144",469,"Temperature",27,6.17,93.1
"1145",469,"Specific Conductivity",12,108.9,108.1
"1146",469,"Specific Conductivity",15,108.9,105.1
"1147",469,"Specific Conductivity",18,108.6,102.1
"1148",469,"Specific Conductivity",21,109,99.1
"1149",469,"Specific Conductivity",24,109,96.1
"1150",469,"Specific Conductivity",27,109.3,93.1
"1151",469,"Specific Conductivity",6,108.9,114.1
"1152",469,"Specific Conductivity",6.1,109.2,114
"1153",469,"Specific Conductivity",9,109.2,111.1
"1154",469,"Specific Conductivity",3,109,117.1
"1155",481,"Temperature",6,10.44,113.28
"1156",481,"Temperature",7,10.1,112.28
"1157",481,"Temperature",8,10.06,111.28
"1158",481,"Temperature",0,10.81,119.28
"1159",481,"Temperature",1,10.76,118.28
"1160",481,"Temperature",2,10.72,117.28
"1161",481,"Temperature",3,10.65,116.28
"1162",481,"Temperature",4,10.59,115.28
"1163",481,"Temperature",5,10.51,114.28
"1164",481,"Specific Conductivity",0,111.3,119.28
"1165",481,"Specific Conductivity",1,111.3,118.28
"1166",481,"Specific Conductivity",2,111.7,117.28
"1167",481,"Specific Conductivity",3,111.4,116.28
"1168",481,"Specific Conductivity",4,111.5,115.28
"1169",481,"Specific Conductivity",5,111.8,114.28
"1170",481,"Specific Conductivity",6,112,113.28
"1171",481,"Specific Conductivity",7,111,112.28
"1172",481,"Specific Conductivity",8,110.9,111.28
"1173",481,"Specific Conductivity",9,110.9,110.28
"1174",481,"Specific Conductivity",10,110.7,109.28
"1175",481,"Specific Conductivity",11,110.7,108.28
"1176",481,"Specific Conductivity",12,109.4,107.28
"1177",481,"Specific Conductivity",13,109.9,106.28
"1178",481,"Specific Conductivity",14,108.9,105.28
"1179",481,"Specific Conductivity",15,109.8,104.28
"1180",481,"Specific Conductivity",16,109.4,103.28
"1181",481,"Specific Conductivity",17,109.3,102.28
"1182",481,"Specific Conductivity",18,109.8,101.28
"1183",481,"Temperature",11,9.58,108.28
"1184",481,"Temperature",12,8.43,107.28
"1185",481,"Temperature",13,8.3,106.28
"1186",481,"Temperature",14,7.75,105.28
"1187",481,"Temperature",15,7.29,104.28
"1188",481,"Temperature",16,7.23,103.28
"1189",481,"Temperature",17,6.99,102.28
"1190",481,"Temperature",18,6.79,101.28
"1191",481,"Temperature",10,10,109.28
"1192",481,"Temperature",9,10.03,110.28
"1193",492,"Specific Conductivity",9,114.4,109.85
"1194",492,"Specific Conductivity",10,114,108.85
"1195",492,"Specific Conductivity",8,113.8,110.85
"1196",492,"Specific Conductivity",0.3,113.9,118.55
"1197",492,"Specific Conductivity",1,114.3,117.85
"1198",492,"Specific Conductivity",2,114.3,116.85
"1199",492,"Specific Conductivity",3,113.9,115.85
"1200",492,"Specific Conductivity",4.1,113.9,114.75
"1201",492,"Specific Conductivity",5.1,114.6,113.75
"1202",492,"Specific Conductivity",6,114.1,112.85
"1203",492,"Specific Conductivity",7,114.1,111.85
"1204",492,"Temperature",0.3,14.12,118.55
"1205",492,"Temperature",1,14.12,117.85
"1206",492,"Temperature",2,14.1,116.85
"1207",492,"Temperature",3,14.06,115.85
"1208",492,"Temperature",4.1,14.08,114.75
"1209",492,"Temperature",5.1,13.78,113.75
"1210",492,"Temperature",6,13.57,112.85
"1211",492,"Temperature",7,13.41,111.85
"1212",492,"Temperature",8,13.35,110.85
"1213",492,"Temperature",9,13.15,109.85
"1214",492,"Temperature",10,12.9,108.85
"1215",492,"Temperature",11,12.89,107.85
"1216",492,"Temperature",12.1,12.09,106.75
"1217",492,"Temperature",13.1,10.57,105.75
"1218",492,"Temperature",14.1,9.84,104.75
"1219",492,"Temperature",15,8.64,103.85
"1220",492,"Temperature",16,8.45,102.85
"1221",492,"Temperature",17,8.22,101.85
"1222",492,"Temperature",18.1,8.09,100.75
"1223",492,"Temperature",19,7.91,99.85
"1224",492,"Temperature",20,7.86,98.85
"1225",492,"Temperature",21,7.67,97.85
"1226",492,"Temperature",22.1,7.42,96.75
"1227",492,"Temperature",23.1,7.36,95.75
"1228",492,"Temperature",24,7.35,94.85
"1229",492,"Temperature",25.1,7.3,93.75
"1230",492,"Temperature",26,7.26,92.85
"1231",492,"Temperature",27.1,7.21,91.75
"1232",492,"Temperature",28.2,7.09,90.65
"1233",492,"Specific Conductivity",22.1,111,96.75
"1234",492,"Specific Conductivity",23.1,110.9,95.75
"1235",492,"Specific Conductivity",11,114.2,107.85
"1236",492,"Specific Conductivity",12.1,114.7,106.75
"1237",492,"Specific Conductivity",13.1,113.7,105.75
"1238",492,"Specific Conductivity",14.1,112.9,104.75
"1239",492,"Specific Conductivity",15,112.3,103.85
"1240",492,"Specific Conductivity",16,112,102.85
"1241",492,"Specific Conductivity",17,112,101.85
"1242",492,"Specific Conductivity",18.1,111.7,100.75
"1243",492,"Specific Conductivity",19,111.2,99.85
"1244",492,"Specific Conductivity",20,111.4,98.85
"1245",492,"Specific Conductivity",21,111,97.85
"1246",492,"Specific Conductivity",26,110.5,92.85
"1247",492,"Specific Conductivity",27.1,110.4,91.75
"1248",492,"Specific Conductivity",24,110.4,94.85
"1249",492,"Specific Conductivity",25.1,110.4,93.75
"1250",492,"Specific Conductivity",28.2,110.6,90.65
"1251",502,"Temperature",0.2,14.29,118.71
"1252",502,"Temperature",1,14.26,117.91
"1253",502,"Temperature",20,9.22,98.91
"1254",502,"Temperature",21,9.19,97.91
"1255",502,"Temperature",22,8.74,96.91
"1256",502,"Temperature",23,8.57,95.91
"1257",502,"Temperature",24,8.41,94.91
"1258",502,"Temperature",25,8.32,93.91
"1259",502,"Temperature",26,8.13,92.91
"1260",502,"Temperature",27,7.97,91.91
"1261",502,"Temperature",28,7.84,90.91
"1262",502,"Specific Conductivity",9,116.2,109.91
"1263",502,"Specific Conductivity",10,116.1,108.91
"1264",502,"Specific Conductivity",11,116.3,107.91
"1265",502,"Specific Conductivity",12,116.2,106.91
"1266",502,"Specific Conductivity",13,115.6,105.91
"1267",502,"Specific Conductivity",14,115.7,104.91
"1268",502,"Specific Conductivity",15,116.1,103.91
"1269",502,"Specific Conductivity",16,115,102.91
"1270",502,"Specific Conductivity",17,115.4,101.91
"1271",502,"Specific Conductivity",18,115.1,100.91
"1272",502,"Specific Conductivity",19,115.2,99.91
"1273",502,"Specific Conductivity",20,114.7,98.91
"1274",502,"Specific Conductivity",21,114.3,97.91
"1275",502,"Temperature",2,14.23,116.91
"1276",502,"Temperature",3,14.21,115.91
"1277",502,"Temperature",4,14.19,114.91
"1278",502,"Temperature",5,14.08,113.91
"1279",502,"Temperature",6,13.08,112.91
"1280",502,"Temperature",7,12.37,111.91
"1281",502,"Temperature",8,11.93,110.91
"1282",502,"Temperature",9,11.35,109.91
"1283",502,"Temperature",10,10.88,108.91
"1284",502,"Temperature",11,10.51,107.91
"1285",502,"Temperature",12,10.33,106.91
"1286",502,"Temperature",13,10.12,105.91
"1287",502,"Temperature",14,10.09,104.91
"1288",502,"Temperature",15,9.96,103.91
"1289",502,"Temperature",16,9.53,102.91
"1290",502,"Temperature",17,9.4,101.91
"1291",502,"Temperature",18,9.35,100.91
"1292",502,"Temperature",19,9.28,99.91
"1293",502,"Specific Conductivity",0.2,115.6,118.71
"1294",502,"Specific Conductivity",1,115.6,117.91
"1295",502,"Specific Conductivity",2,115.6,116.91
"1296",502,"Specific Conductivity",3,115,115.91
"1297",502,"Specific Conductivity",4,115.3,114.91
"1298",502,"Specific Conductivity",5,115.5,113.91
"1299",502,"Specific Conductivity",6,114.9,112.91
"1300",502,"Specific Conductivity",7,115.5,111.91
"1301",502,"Specific Conductivity",8,115.3,110.91
"1302",502,"Specific Conductivity",22,113.5,96.91
"1303",502,"Specific Conductivity",23,112.8,95.91
"1304",502,"Specific Conductivity",24,112.6,94.91
"1305",502,"Specific Conductivity",25,112.5,93.91
"1306",502,"Specific Conductivity",26,112.5,92.91
"1307",502,"Specific Conductivity",27,112.4,91.91
"1308",502,"Specific Conductivity",28,111.8,90.91
"1309",509,"Temperature",6,13.81,112.9
"1310",509,"Temperature",6.01,13.81,112.89
"1311",509,"Temperature",7.02,13.49,111.88
"1312",509,"Temperature",8.01,13,110.89
"1313",509,"Temperature",8.02,12.99,110.88
"1314",509,"Temperature",9.01,12.64,109.89
"1315",509,"Temperature",0.23,18.65,118.67
"1316",509,"Temperature",1,18.31,117.9
"1317",509,"Temperature",2.01,18.04,116.89
"1318",509,"Temperature",3.01,16.36,115.89
"1319",509,"Temperature",4.01,15.24,114.89
"1320",509,"Temperature",5,14.78,113.9
"1321",509,"Temperature",5.02,14.56,113.88
"1322",509,"Specific Conductivity",0.23,116.4,118.67
"1323",509,"Specific Conductivity",1,115.6,117.9
"1324",509,"Specific Conductivity",2.01,116.3,116.89
"1325",509,"Specific Conductivity",3.01,115.1,115.89
"1326",509,"Specific Conductivity",4.01,116.2,114.89
"1327",509,"Specific Conductivity",5,114.4,113.9
"1328",509,"Specific Conductivity",5.02,114.8,113.88
"1329",509,"Specific Conductivity",6,115.1,112.9
"1330",509,"Specific Conductivity",6.01,114.7,112.89
"1331",509,"Specific Conductivity",7.02,115.5,111.88
"1332",509,"Specific Conductivity",8.01,115.1,110.89
"1333",509,"Specific Conductivity",8.02,114.9,110.88
"1334",509,"Specific Conductivity",9.01,114.9,109.89
"1335",509,"Specific Conductivity",10.01,115.1,108.89
"1336",509,"Specific Conductivity",10,115.5,108.9
"1337",509,"Specific Conductivity",11.01,115.5,107.89
"1338",509,"Specific Conductivity",12.02,115.5,106.88
"1339",509,"Specific Conductivity",13,115.2,105.9
"1340",509,"Specific Conductivity",14,115.3,104.9
"1341",509,"Specific Conductivity",15.01,115.4,103.89
"1342",509,"Specific Conductivity",16.02,115.1,102.88
"1343",509,"Specific Conductivity",17.02,115.5,101.88
"1344",509,"Specific Conductivity",18.02,114.9,100.88
"1345",509,"Specific Conductivity",19.04,114.9,99.86
"1346",509,"Specific Conductivity",20,114.6,98.9
"1347",509,"Specific Conductivity",21.03,114.3,97.87
"1348",509,"Specific Conductivity",22.02,114.4,96.88
"1349",509,"Specific Conductivity",23.01,113.9,95.89
"1350",509,"Specific Conductivity",24.01,114,94.89
"1351",509,"Specific Conductivity",25.02,113.4,93.88
"1352",509,"Specific Conductivity",26.04,113.3,92.86
"1353",509,"Specific Conductivity",27.02,112.7,91.88
"1354",509,"Specific Conductivity",28.03,112.9,90.87
"1355",509,"Specific Conductivity",28.04,113.1,90.86
"1356",509,"Temperature",10.01,12.23,108.89
"1357",509,"Temperature",10,12.21,108.9
"1358",509,"Temperature",11.01,11.45,107.89
"1359",509,"Temperature",12.02,11.31,106.88
"1360",509,"Temperature",13,10.87,105.9
"1361",509,"Temperature",14,10.38,104.9
"1362",509,"Temperature",15.01,10.08,103.89
"1363",509,"Temperature",16.02,9.86,102.88
"1364",509,"Temperature",17.02,9.62,101.88
"1365",509,"Temperature",18.02,9.47,100.88
"1366",509,"Temperature",19.04,9.33,99.86
"1367",509,"Temperature",20,9.33,98.9
"1368",509,"Temperature",21.03,9.11,97.87
"1369",509,"Temperature",22.02,8.95,96.88
"1370",509,"Temperature",23.01,8.77,95.89
"1371",509,"Temperature",24.01,8.7,94.89
"1372",509,"Temperature",25.02,8.45,93.88
"1373",509,"Temperature",26.04,8.38,92.86
"1374",509,"Temperature",27.02,8.28,91.88
"1375",509,"Temperature",28.03,8.12,90.87
"1376",509,"Temperature",28.04,8.12,90.86
"1377",519,"Specific Conductivity",21,114.6,97.89
"1378",519,"Specific Conductivity",22,114.2,96.89
"1379",519,"Specific Conductivity",23,114.4,95.89
"1380",519,"Specific Conductivity",24,114.1,94.89
"1381",519,"Specific Conductivity",25,114,93.89
"1382",519,"Specific Conductivity",26,113.5,92.89
"1383",519,"Specific Conductivity",27,113.7,91.89
"1384",519,"Specific Conductivity",28,113.4,90.89
"1385",519,"Temperature",8,13.02,110.89
"1386",519,"Temperature",9,12.67,109.89
"1387",519,"Temperature",10,11.79,108.89
"1388",519,"Temperature",11,11.68,107.89
"1389",519,"Temperature",12,11.26,106.89
"1390",519,"Temperature",13,11.12,105.89
"1391",519,"Temperature",14,10.61,104.89
"1392",519,"Temperature",15,10.32,103.89
"1393",519,"Temperature",16,10.25,102.89
"1394",519,"Temperature",17,9.97,101.89
"1395",519,"Temperature",18,9.73,100.89
"1396",519,"Specific Conductivity",0.2,118.2,118.69
"1397",519,"Specific Conductivity",1,118,117.89
"1398",519,"Specific Conductivity",2,118,116.89
"1399",519,"Specific Conductivity",3,118.1,115.89
"1400",519,"Specific Conductivity",4,117.9,114.89
"1401",519,"Specific Conductivity",5,117.7,113.89
"1402",519,"Specific Conductivity",6,115.3,112.89
"1403",519,"Specific Conductivity",7,115.5,111.89
"1404",519,"Specific Conductivity",8,114.7,110.89
"1405",519,"Specific Conductivity",9,114.9,109.89
"1406",519,"Specific Conductivity",10,115,108.89
"1407",519,"Specific Conductivity",11,114.7,107.89
"1408",519,"Specific Conductivity",12,115.3,106.89
"1409",519,"Specific Conductivity",13,114.7,105.89
"1410",519,"Specific Conductivity",14,115.5,104.89
"1411",519,"Specific Conductivity",15,115.3,103.89
"1412",519,"Specific Conductivity",16,114.8,102.89
"1413",519,"Specific Conductivity",17,114.9,101.89
"1414",519,"Specific Conductivity",18,115.2,100.89
"1415",519,"Specific Conductivity",19,114.6,99.89
"1416",519,"Specific Conductivity",20,114.9,98.89
"1417",519,"Temperature",0.2,22.35,118.69
"1418",519,"Temperature",1,22.34,117.89
"1419",519,"Temperature",2,22.33,116.89
"1420",519,"Temperature",3,22.25,115.89
"1421",519,"Temperature",4,21.96,114.89
"1422",519,"Temperature",5,20.72,113.89
"1423",519,"Temperature",6,15.39,112.89
"1424",519,"Temperature",7,13.99,111.89
"1425",519,"Temperature",21,9.17,97.89
"1426",519,"Temperature",22,9.12,96.89
"1427",519,"Temperature",23,9,95.89
"1428",519,"Temperature",24,8.84,94.89
"1429",519,"Temperature",25,8.69,93.89
"1430",519,"Temperature",26,8.55,92.89
"1431",519,"Temperature",27,8.44,91.89
"1432",519,"Temperature",28,8.29,90.89
"1433",519,"Temperature",20,9.22,98.89
"1434",519,"Temperature",19,9.29,99.89
"1435",530,"Specific Conductivity",9.03,103.2,109.91
"1436",530,"Specific Conductivity",10.01,102,108.93
"1437",530,"Specific Conductivity",8.04,102,110.9
"1438",530,"Specific Conductivity",0.28,117.9,118.66
"1439",530,"Specific Conductivity",1.04,118,117.9
"1440",530,"Specific Conductivity",2.01,117.4,116.93
"1441",530,"Specific Conductivity",3.03,117.8,115.91
"1442",530,"Specific Conductivity",4.02,117.8,114.92
"1443",530,"Specific Conductivity",5.03,117.7,113.91
"1444",530,"Specific Conductivity",6.03,109.2,112.91
"1445",530,"Specific Conductivity",7.05,101,111.89
"1446",530,"Temperature",0.28,19.65,118.66
"1447",530,"Temperature",1.04,19.64,117.9
"1448",530,"Temperature",2.01,19.58,116.93
"1449",530,"Temperature",3.03,19.56,115.91
"1450",530,"Temperature",4.02,19.52,114.92
"1451",530,"Temperature",5.03,19.48,113.91
"1452",530,"Temperature",6.03,14.98,112.91
"1453",530,"Temperature",7.05,12.98,111.89
"1454",530,"Temperature",8.04,13.01,110.9
"1455",530,"Temperature",9.03,12.52,109.91
"1456",530,"Temperature",10.01,12.4,108.93
"1457",530,"Temperature",11.04,12.18,107.9
"1458",530,"Temperature",12.03,11.76,106.91
"1459",530,"Temperature",13.02,11.27,105.92
"1460",530,"Temperature",14.03,11.06,104.91
"1461",530,"Temperature",15.02,10.48,103.92
"1462",530,"Temperature",16.01,10.15,102.93
"1463",530,"Temperature",17.03,9.94,101.91
"1464",530,"Temperature",18.02,9.7,100.92
"1465",530,"Temperature",19.03,9.55,99.91
"1466",530,"Temperature",20.03,9.33,98.91
"1467",530,"Temperature",21.03,9.24,97.91
"1468",530,"Temperature",22.01,9.2,96.93
"1469",530,"Temperature",23.03,9.09,95.91
"1470",530,"Temperature",24.01,8.99,94.93
"1471",530,"Temperature",25.04,8.87,93.9
"1472",530,"Temperature",26.02,8.73,92.92
"1473",530,"Temperature",27.04,8.66,91.9
"1474",530,"Temperature",28.04,8.66,90.9
"1475",530,"Specific Conductivity",21.03,114,97.91
"1476",530,"Specific Conductivity",22.01,114.3,96.93
"1477",530,"Specific Conductivity",23.03,113.9,95.91
"1478",530,"Specific Conductivity",11.04,102.1,107.9
"1479",530,"Specific Conductivity",12.03,110.3,106.91
"1480",530,"Specific Conductivity",13.02,112.5,105.92
"1481",530,"Specific Conductivity",14.03,112.7,104.91
"1482",530,"Specific Conductivity",15.02,115.2,103.92
"1483",530,"Specific Conductivity",16.01,114.8,102.93
"1484",530,"Specific Conductivity",17.03,114.4,101.91
"1485",530,"Specific Conductivity",18.02,114.3,100.92
"1486",530,"Specific Conductivity",19.03,113.9,99.91
"1487",530,"Specific Conductivity",20.03,114.3,98.91
"1488",530,"Specific Conductivity",25.04,114.1,93.9
"1489",530,"Specific Conductivity",26.02,114.2,92.92
"1490",530,"Specific Conductivity",27.04,113.8,91.9
"1491",530,"Specific Conductivity",24.01,114.1,94.93
"1492",530,"Specific Conductivity",28.04,114.1,90.9
"1493",537,"Temperature",0.4,23.52,118.46
"1494",537,"Temperature",1,23.53,117.86
"1495",537,"Temperature",2,23.37,116.86
"1496",537,"Temperature",21,9.26,97.86
"1497",537,"Temperature",22,9.23,96.86
"1498",537,"Temperature",23,9.12,95.86
"1499",537,"Temperature",24,9.07,94.86
"1500",537,"Temperature",25,8.96,93.86
"1501",537,"Temperature",26,8.79,92.86
"1502",537,"Temperature",27,8.72,91.86
"1503",537,"Temperature",28,8.65,90.86
"1504",537,"Specific Conductivity",8,92.9,110.86
"1505",537,"Specific Conductivity",9,91.3,109.86
"1506",537,"Specific Conductivity",10,90.9,108.86
"1507",537,"Specific Conductivity",11,92.5,107.86
"1508",537,"Specific Conductivity",12,95.3,106.86
"1509",537,"Specific Conductivity",13,103.7,105.86
"1510",537,"Specific Conductivity",14,108.9,104.86
"1511",537,"Specific Conductivity",15,109.3,103.86
"1512",537,"Specific Conductivity",16,110.2,102.86
"1513",537,"Specific Conductivity",17,109.6,101.86
"1514",537,"Specific Conductivity",18,110.2,100.86
"1515",537,"Specific Conductivity",19,109.9,99.86
"1516",537,"Specific Conductivity",20,110.4,98.86
"1517",537,"Specific Conductivity",21,109.8,97.86
"1518",537,"Temperature",3,22.68,115.86
"1519",537,"Temperature",4,22.24,114.86
"1520",537,"Temperature",5,21.07,113.86
"1521",537,"Temperature",6,16.3,112.86
"1522",537,"Temperature",7,13.44,111.86
"1523",537,"Temperature",8,13.2,110.86
"1524",537,"Temperature",9,12.77,109.86
"1525",537,"Temperature",10,12.1,108.86
"1526",537,"Temperature",11,11.7,107.86
"1527",537,"Temperature",12,11.47,106.86
"1528",537,"Temperature",13,11.22,105.86
"1529",537,"Temperature",14,10.41,104.86
"1530",537,"Temperature",15,10.21,103.86
"1531",537,"Temperature",16,10,102.86
"1532",537,"Temperature",17,9.81,101.86
"1533",537,"Temperature",18,9.54,100.86
"1534",537,"Temperature",19,9.39,99.86
"1535",537,"Temperature",20,9.37,98.86
"1536",537,"Specific Conductivity",0.4,114.4,118.46
"1537",537,"Specific Conductivity",1,114.4,117.86
"1538",537,"Specific Conductivity",2,114.6,116.86
"1539",537,"Specific Conductivity",3,114.2,115.86
"1540",537,"Specific Conductivity",4,114,114.86
"1541",537,"Specific Conductivity",5,113.4,113.86
"1542",537,"Specific Conductivity",6,104.5,112.86
"1543",537,"Specific Conductivity",7,97.8,111.86
"1544",537,"Specific Conductivity",25,110.1,93.86
"1545",537,"Specific Conductivity",22,110.2,96.86
"1546",537,"Specific Conductivity",23,110.1,95.86
"1547",537,"Specific Conductivity",24,110.2,94.86
"1548",537,"Specific Conductivity",26,109.9,92.86
"1549",537,"Specific Conductivity",27,109.9,91.86
"1550",537,"Specific Conductivity",28,109.8,90.86
"1551",554,"Temperature",0.3,26.99,118.65
"1552",554,"Temperature",8,14.18,110.95
"1553",554,"Temperature",9.1,13.48,109.85
"1554",554,"Temperature",10,13.09,108.95
"1555",554,"Temperature",11,12.76,107.95
"1556",554,"Temperature",12,12.01,106.95
"1557",554,"Temperature",13,11.57,105.95
"1558",554,"Temperature",1,27.01,117.95
"1559",554,"Temperature",2,26.99,116.95
"1560",554,"Temperature",3,25.79,115.95
"1561",554,"Temperature",4,24.36,114.95
"1562",554,"Temperature",5,23.72,113.95
"1563",554,"Temperature",6,20.3,112.95
"1564",554,"Temperature",7,15.84,111.95
"1565",554,"Specific Conductivity",0.3,116,118.65
"1566",554,"Specific Conductivity",1,115.9,117.95
"1567",554,"Specific Conductivity",2,116,116.95
"1568",554,"Specific Conductivity",3,114.8,115.95
"1569",554,"Specific Conductivity",4,114.1,114.95
"1570",554,"Specific Conductivity",5,113.9,113.95
"1571",554,"Specific Conductivity",6,103,112.95
"1572",554,"Specific Conductivity",7,77.2,111.95
"1573",554,"Specific Conductivity",8,72.8,110.95
"1574",554,"Specific Conductivity",9.1,73.2,109.85
"1575",554,"Specific Conductivity",10,77.5,108.95
"1576",554,"Specific Conductivity",11,79.5,107.95
"1577",554,"Specific Conductivity",12,93.1,106.95
"1578",554,"Specific Conductivity",13,99.7,105.95
"1579",554,"Specific Conductivity",14,101.2,104.95
"1580",554,"Specific Conductivity",15,105.7,103.95
"1581",554,"Specific Conductivity",16,106.7,102.95
"1582",554,"Specific Conductivity",17,107.6,101.95
"1583",554,"Specific Conductivity",18,108.4,100.95
"1584",554,"Specific Conductivity",19,109,99.95
"1585",554,"Specific Conductivity",20,108.3,98.95
"1586",554,"Specific Conductivity",21,108.7,97.95
"1587",554,"Specific Conductivity",22,108.7,96.95
"1588",554,"Specific Conductivity",23,109.5,95.95
"1589",554,"Specific Conductivity",24,108.9,94.95
"1590",554,"Specific Conductivity",25,109.1,93.95
"1591",554,"Specific Conductivity",26,109.9,92.95
"1592",554,"Specific Conductivity",27,109.2,91.95
"1593",554,"Specific Conductivity",28,109.1,90.95
"1594",554,"Temperature",19,9.68,99.95
"1595",554,"Temperature",20,9.52,98.95
"1596",554,"Temperature",21,9.46,97.95
"1597",554,"Temperature",22,9.46,96.95
"1598",554,"Temperature",23,9.33,95.95
"1599",554,"Temperature",24,9.34,94.95
"1600",554,"Temperature",25,9.29,93.95
"1601",554,"Temperature",26,9.15,92.95
"1602",554,"Temperature",14,11.24,104.95
"1603",554,"Temperature",15,10.36,103.95
"1604",554,"Temperature",16,10.28,102.95
"1605",554,"Temperature",17,9.93,101.95
"1606",554,"Temperature",18,9.71,100.95
"1607",554,"Temperature",27,9.12,91.95
"1608",554,"Temperature",28,9.01,90.95
"1609",561,"Specific Conductivity",2,114.9,117.01
"1610",561,"Specific Conductivity",3,115.3,116.01
"1611",561,"Specific Conductivity",0.4,114.7,118.61
"1612",561,"Specific Conductivity",1,115.2,118.01
"1613",561,"Specific Conductivity",6,79.6,113.01
"1614",561,"Specific Conductivity",7,74.9,112.01
"1615",561,"Specific Conductivity",4,114.9,115.01
"1616",561,"Specific Conductivity",5,98.4,114.01
"1617",561,"Specific Conductivity",23,108.6,96.01
"1618",561,"Temperature",1,26.18,118.01
"1619",561,"Temperature",2,26.18,117.01
"1620",561,"Temperature",3,26.18,116.01
"1621",561,"Temperature",4,26.17,115.01
"1622",561,"Temperature",5,20.88,114.01
"1623",561,"Temperature",6,17.08,113.01
"1624",561,"Temperature",7,15.14,112.01
"1625",561,"Temperature",8,13.97,111.01
"1626",561,"Temperature",9,13.51,110.01
"1627",561,"Temperature",10,13.18,109.01
"1628",561,"Temperature",11,12.99,108.01
"1629",561,"Temperature",12,12.6,107.01
"1630",561,"Temperature",13,12.28,106.01
"1631",561,"Temperature",14,11.41,105.01
"1632",561,"Temperature",15,10.85,104.01
"1633",561,"Temperature",16,10.46,103.01
"1634",561,"Temperature",17,9.98,102.01
"1635",561,"Temperature",18,9.84,101.01
"1636",561,"Temperature",19,9.72,100.01
"1637",561,"Temperature",20,9.61,99.01
"1638",561,"Temperature",21,9.5,98.01
"1639",561,"Temperature",22,9.44,97.01
"1640",561,"Temperature",23,9.37,96.01
"1641",561,"Specific Conductivity",20,108.5,99.01
"1642",561,"Specific Conductivity",8,67.2,111.01
"1643",561,"Specific Conductivity",9,67.8,110.01
"1644",561,"Specific Conductivity",10,72.6,109.01
"1645",561,"Specific Conductivity",11,75.7,108.01
"1646",561,"Specific Conductivity",12,80.5,107.01
"1647",561,"Specific Conductivity",13,89.7,106.01
"1648",561,"Specific Conductivity",14,99.9,105.01
"1649",561,"Specific Conductivity",15,104.1,104.01
"1650",561,"Specific Conductivity",16,105.1,103.01
