$Gates Daily Discharge,
1663,0.043041536
1664,0.041908864
1665,0.18264336
1666,0.078720704
1667,0.05380192
1668,0.094294944
1669,0.060314784
1670,0.052102912
1671,0.049271232
1672,0.043607872
1673,0.039926688
1674,0.039360352
1675,0.102506816
1676,0.070225664
1677,0.04530688
1678,0.03964352
1679,0.036528672
1680,0.035962336
1681,0.041908864
1682,0.227100736
1683,0.086932576
1684,0.052102912
1685,0.045873216
1686,0.043607872
1687,0.040776192
1688,0.035679168
1689,0.033696992
1690,0.033413824
1691,0.032847488
1692,0.032847488
1693,0.032847488
1694,0.031997984
1695,0.031714816
1696,0.03114848
1697,0.029166304
1698,0.0283168
1699,0.028883136
1700,0.041342528
1701,0.03114848
1702,0.03114848
1703,0.030865312
1704,0.030582144
1705,0.204164128
1706,0.2973264
1707,0.085799904
1708,0.051819744
1709,0.03964352
1710,0.031997984
1711,0.03114848
1712,0.030582144
1713,0.027750464
1714,0.03681184
1715,0.03256432
1716,0.076172192
1717,0.104205824
1718,0.039926688
1719,0.030582144
1720,0.028883136
1721,0.026617792
1722,0.026617792
1723,0.026051456
1724,0.024918784
1725,0.024918784
1726,0.061164288
1727,0.026334624
1728,0.025201952
1729,0.025768288
1730,0.02548512
1731,0.024918784
1732,0.02406928
1733,0.023786112
1734,0.022936608
1735,0.023502944
1736,0.02406928
1737,0.023219776
1738,0.031431648
1739,0.025201952
1740,0.048421728
1741,0.062580128
1742,0.037378176
1743,0.027467296
1744,0.026334624
1745,0.027184128
1746,0.026334624
1747,0.02690096
1748,0.024918784
1749,0.02548512
1750,0.025768288
1751,0.027184128
1752,0.03256432
1753,0.028599968
1754,0.028599968
1755,0.027467296
1756,0.027750464
1757,0.026334624
1758,0.02548512
1759,0.024635616
1760,0.02548512
1761,0.026334624
1762,0.02548512
1763,0.025201952
1764,0.024918784
1765,0.041908864
1766,0.081269216
1767,0.037378176
1768,0.031714816
1769,0.028599968
1770,0.027184128
1771,0.0283168
1772,0.033696992
1773,0.030582144
1774,0.029166304
1775,0.03114848
1776,0.030865312
1777,0.031431648
1778,0.030015808
1779,0.032847488
1780,0.033696992
1781,0.034829664
1782,0.034829664
1783,0.087215744
1784,0.043324704
1785,0.035396
1786,0.031997984
1787,0.03822768
1788,0.033413824
1789,0.028033632
1790,0.027467296
1791,0.02973264
1792,0.44174208
1793,0.102506816
1794,0.059182112
1795,0.045873216
1796,0.051253408
1797,0.052669248
1798,0.0495544
1799,0.043324704
1800,0.043041536
1801,0.06088112
1802,0.080136544
1803,0.04672272
1804,0.050403904
1805,0.046156384
1806,0.037095008
1807,0.03398016
1808,0.033413824
1809,0.033413824
1810,0.035962336
1811,0.035112832
1812,0.033413824
1813,0.03398016
1814,0.034263328
1815,0.037944512
1816,0.053235584
1817,0.114966208
1818,0.156025568
1819,0.113833536
1820,0.076738528
1821,0.06796032
1822,0.062013792
1823,0.061164288
1824,0.223985888
1825,0.17131664
1826,0.094578112
1827,0.079003872
1828,0.071075168
1829,0.068526656
1830,0.063429632
1831,0.060314784
1832,0.261364064
1833,0.126859264
1834,0.096560288
1835,0.072491008
1836,0.065411808
1837,0.204164128
1838,0.204164128
1839,0.120629568
1840,0.218322528
1841,0.178679008
1842,0.13167312
1843,0.11609888
1844,0.106471168
1845,0.101090976
1846,0.095144448
1847,0.086932576
1848,0.078720704
1849,0.070508832
1850,0.065694976
1851,0.069092992
1852,0.068243488
1853,0.071641504
1854,0.064279136
1855,0.06229696
1856,0.05804944
1857,0.061730624
1858,0.06796032
1859,0.080986048
1860,0.079003872
1861,0.067677152
1862,0.067110816
1863,0.06796032
1864,0.062580128
1865,0.061447456
1866,0.063429632
1867,0.061447456
1868,0.061164288
1869,0.058898944
1870,0.059748448
1871,0.08070288
1872,0.068243488
1873,0.064845472
1874,0.059182112
1875,0.0566336
1876,0.060597952
1877,0.071641504
1878,0.097409792
1879,0.108736512
1880,0.103922656
1881,0.095993952
1882,0.089481088
1883,0.08211872
1884,0.078154368
1885,0.07220784
1886,0.07362368
1887,0.075605856
1888,0.071358336
1889,0.067393984
1890,0.068243488
1891,0.06512864
1892,0.066261312
1893,0.079853376
1894,0.086083072
1895,0.08636624
1896,0.121195904
1897,0.18972256
1898,0.2194552
1899,0.133938464
1900,0.164520608
1901,0.158857248
1902,0.120912736
1903,0.108736512
1904,0.108736512
1905,0.272407616
1906,0.17131664
1907,0.161122592
1908,0.14724736
1909,0.126292928
1910,0.109586016
1911,0.106188
1912,0.094294944
1913,0.108453344
1914,0.163954272
1915,1.20912736
1916,1.35354304
1917,0.54085088
1918,0.3964352
1919,0.33130656
1920,0.29449472
1921,0.32281152
1922,0.245506656
1923,0.221154208
1924,0.31997984
1925,0.22370272
1926,0.194536416
1927,0.18830672
1928,0.193686912
1929,0.173015648
1930,0.166502784
1931,0.32281152
1932,0.39360352
1933,0.21803936
1934,0.19538592
1935,0.183776032
1936,0.168201792
1937,0.161972096
1938,0.157724576
1939,0.20671264
1940,0.15998992
1941,0.147813696
1942,0.204447296
1943,0.229649248
1944,0.163387936
1945,0.144132512
1946,0.248055168
1947,0.61447456
1948,0.33413824
1949,0.241542304
1950,0.220587872
1951,0.199067104
1952,0.183209696
1953,0.17131664
1954,0.163671104
1955,0.161688928
1956,0.279769984
1957,0.2194552
1958,0.173298816
1959,0.153193888
1960,0.144982016
1961,0.143566176
1962,0.15432656
1963,0.28883136
1964,0.158857248
1965,0.135354304
1966,0.127142432
1967,0.117797888
1968,0.119780064
1969,0.116948384
1970,0.117231552
1971,0.1132672
1972,0.104205824
1973,0.101090976
1974,0.12884144
1975,0.097409792
1976,0.113833536
1977,0.098259296
1978,0.085233568
1979,0.081552384
1980,0.07928704
1981,0.095144448
1982,0.122045408
1983,0.08919792
1984,0.0778712
1985,0.071924672
1986,0.062863296
1987,0.060031616
1988,0.054651424
1989,0.052952416
1990,0.106754336
1991,0.07220784
1992,0.058615776
1993,0.051536576
1994,0.050120736
1995,0.063146464
1996,0.04672272
1997,0.04105936
1998,0.035679168
1999,0.034546496
2000,0.034263328
2001,0.033696992
2002,0.034263328
2003,0.16423744
2004,0.048421728
2005,0.039926688
2006,0.037661344
2007,0.035962336
2008,0.035396
2009,0.037661344
2010,0.058898944
2011,0.146964192
2012,0.080419712
2013,0.041908864
2014,0.044740544
2015,0.056067264
2016,0.03681184
2017,0.041342528
2018,0.034263328
2019,0.03114848
2020,0.030582144
2021,0.036528672
2022,0.63146464
2023,0.237294784
2024,0.086083072
2025,0.063146464
2026,0.054368256
2027,0.050403904
2028,0.045873216
2029,0.044740544
2030,0.045023712
2031,0.054651424
2032,0.037944512
2033,0.035962336
2034,0.067110816
2035,0.048988064
2036,0.037944512
2037,0.033696992
2038,0.03256432
2039,0.030865312
2040,0.030015808
2041,0.029449472
2042,0.027467296
2043,0.026334624
2044,0.030015808
2045,0.02690096
2046,0.024635616
2047,0.023502944
2048,0.021803936
2049,0.021803936
2050,0.082968224
2051,0.72774176
2052,0.156591904
2053,0.066261312
2054,0.054085088
2055,0.045023712
2056,0.039360352
2057,0.034546496
2058,0.031431648
2059,0.03114848
2060,0.03114848
2061,0.02973264
2062,0.029449472
2063,0.027750464
2064,0.026617792
2065,0.024918784
2066,0.023219776
2067,0.02265344
2068,0.021520768
2069,0.021520768
2070,0.021520768
2071,0.021520768
2072,0.021520768
2073,0.020954432
2074,0.020671264
2075,0.024352448
2076,0.022087104
2077,0.020671264
2078,0.01982176
2079,0.019255424
2080,0.018689088
2081,0.018689088
2082,0.019255424
2083,0.01982176
2084,0.019255424
2085,0.01840592
2086,0.019255424
2087,0.018689088
2088,0.018689088
2089,0.01840592
2090,0.01840592
2091,0.01840592
2092,0.017556416
2093,0.017556416
2094,0.01699008
2095,0.016706912
2096,0.016423744
2097,0.016706912
2098,0.01699008
2099,0.018689088
2100,0.021520768
2101,0.026051456
2102,0.026051456
2103,0.027750464
2104,0.030582144
2105,0.026617792
2106,0.026051456
2107,0.024635616
2108,0.023502944
2109,0.023219776
2110,0.02265344
2111,0.02265344
2112,0.022087104
2113,0.023786112
2114,0.026617792
2115,0.03114848
2116,0.031997984
2117,0.028599968
2118,0.027184128
2119,0.028599968
2120,0.03256432
2121,0.097409792
2122,0.637128
2123,0.142433504
2124,0.079853376
2125,0.068243488
2126,0.06512864
2127,0.06088112
2128,0.058332608
2129,0.054934592
2130,0.051536576
2131,0.048704896
2132,0.047572224
2133,0.047572224
2134,0.04672272
2135,0.04672272
2136,0.05097024
2137,0.056916768
2138,0.053235584
2139,0.052102912
2140,0.047572224
2141,0.04672272
2142,0.045590048
2143,0.043607872
2144,0.043607872
2145,0.044457376
2146,0.053235584
2147,0.087215744
2148,0.081552384
2149,0.06654448
2150,0.0637128
2151,0.06088112
2152,0.06229696
2153,0.071358336
2154,0.116665216
2155,0.106471168
2156,0.10901968
2157,0.126292928
2158,0.09769296
2159,0.079003872
2160,0.089481088
2161,0.190005728
2162,0.132239456
2163,0.24494032
2164,0.143849344
2165,0.098259296
2166,0.33413824
2167,0.255700704
2168,0.127708768
2169,1.14116704
2170,0.637128
2171,0.39926688
2172,0.28599968
2173,0.248055168
2174,0.228799744
2175,0.211526496
2176,0.199350272
2177,0.31714816
2178,0.213508672
2179,0.196518592
2180,0.184908704
2181,0.178112672
2182,0.169334464
2183,0.180944352
2184,0.24635616
2185,0.240126464
2186,0.183209696
2187,0.168201792
2188,0.159706752
2189,0.150645376
2190,0.140734496
2191,0.130540448
2192,0.12459392
2193,0.122045408
2194,0.121479072
2195,0.233330432
2196,0.22228688
2197,0.154609728
2198,0.135637472
2199,0.118364224
2200,0.115815712
2201,0.10901968
2202,0.103639488
2203,0.120912736
2204,0.108170176
2205,0.098259296
2206,0.095710784
2207,0.092879104
2208,0.086083072
2209,0.71924672
2210,0.424752
2211,0.149512704
2212,0.122045408
2213,0.111001856
2214,0.104488992
2215,0.107887008
2216,0.101657312
2217,0.096843456
2218,0.200482944
2219,0.09769296
2220,0.084384064
2221,0.084384064
2222,0.084384064
2223,0.088631584
2224,0.106471168
2225,0.093162272
2226,0.088631584
2227,0.095427616
2228,0.0849504
2229,0.08211872
2230,0.08211872
2231,0.080136544
2232,0.083251392
2233,0.078437536
2234,0.076172192
2235,0.07362368
2236,0.074190016
2237,0.077588032
2238,0.077588032
2239,0.073057344
2240,0.075322688
2241,0.08211872
2242,0.075322688
2243,0.070792
2244,0.06796032
2245,0.064279136
2246,0.068243488
2247,0.0637128
2248,0.061447456
2249,0.061447456
2250,0.05946528
2251,0.058898944
2252,0.06088112
2253,0.058898944
2254,0.07928704
2255,0.067677152
2256,0.062013792
2257,0.061447456
2258,0.060031616
2259,0.066827648
2260,0.07362368
2261,0.177546336
2262,0.159140416
2263,0.120063232
2264,0.173865152
2265,0.186041376
2266,0.165370112
2267,0.216906688
2268,0.197368096
2269,0.157441408
2270,0.137619648
2271,0.131956288
2272,0.128558272
2273,0.11751472
2274,0.113833536
2275,0.131389952
2276,0.31714816
2277,0.36245504
2278,0.248621504
2279,0.206429472
2280,0.191704736
2281,0.197934432
2282,0.207845312
2283,0.232480928
2284,0.31997984
2285,0.566336
2286,0.32847488
2287,0.27325712
2288,0.252302688
2289,0.246922496
2290,0.29166304
2291,0.28883136
2292,0.250886848
2293,0.228799744
2294,0.212376
2295,0.212659168
2296,0.198500768
2297,0.17698
2298,0.178679008
2299,0.169051296
2300,0.158007744
2301,0.266744256
2302,0.35679168
2303,0.206429472
2304,0.192271072
2305,0.181793856
2306,0.173581984
2307,0.168201792
2308,0.156875072
2309,0.155459232
2310,0.145548352
2311,0.138469152
2312,0.131956288
2313,0.12600976
2314,0.120912736
2315,0.113550368
2316,0.108736512
2317,0.105621664
2318,0.101657312
2319,0.096843456
2320,0.09344544
2321,0.090896928
2322,0.0849504
2323,0.081835552
2324,0.078437536
2325,0.074190016
2326,0.070508832
2327,0.068526656
2328,0.069092992
2329,0.071075168
2330,0.072491008
2331,0.069659328
2332,0.067393984
2333,0.064562304
2334,0.063995968
2335,0.06229696
2336,0.061164288
2337,0.061164288
2338,0.060314784
2339,0.058332608
2340,0.05521776
2341,0.050403904
2342,0.054368256
2343,0.149512704
2344,0.39926688
2345,0.13308896
2346,0.097976128
2347,0.086083072
2348,0.078720704
2349,0.069659328
2350,0.0637128
2351,0.090330592
2352,0.06937616
2353,0.055784096
2354,0.05097024
2355,0.047289056
2356,0.043041536
2357,0.143283008
2358,0.073340512
2359,0.058332608
2360,0.05097024
2361,0.045023712
2362,0.055784096
2363,0.10052464
2364,0.068243488
2365,0.060314784
2366,0.059182112
2367,0.060314784
2368,0.056350432
2369,0.052669248
2370,0.264478912
2371,0.098825632
2372,0.078437536
2373,0.136203808
2374,0.086649408
2375,0.067677152
2376,0.063146464
2377,0.05946528
2378,0.054934592
2379,0.052669248
2380,0.05097024
2381,0.04672272
2382,0.50403904
2383,0.08070288
2384,0.065978144
2385,0.058898944
2386,0.061730624
2387,0.055784096
2388,0.051253408
2389,0.047572224
2390,0.06796032
2391,0.049837568
2392,0.046439552
2393,0.042758368
2394,0.040209856
2395,0.03822768
2396,0.037944512
2397,0.037944512
2398,0.037378176
2399,0.035396
2400,0.032847488
2401,0.031431648
2402,0.041908864
2403,0.03398016
2404,0.055500928
2405,0.034829664
2406,0.03114848
2407,0.072774176
2408,0.039926688
2409,0.033130656
2410,0.030298976
2411,0.028033632
2412,0.0283168
2413,0.027467296
2414,0.094578112
2415,0.043324704
2416,0.03398016
2417,0.02973264
2418,0.045590048
2419,0.054651424
2420,0.031714816
2421,0.02973264
2422,0.029449472
2423,0.0283168
2424,0.029166304
2425,0.031714816
2426,0.033130656
2427,0.032281152
2428,0.030865312
2429,0.030582144
2430,0.029166304
2431,0.028883136
2432,0.029166304
2433,0.028883136
2434,0.028033632
2435,0.027467296
2436,0.028033632
2437,0.0283168
2438,0.03114848
2439,0.028599968
2440,0.028599968
2441,0.0283168
2442,0.027467296
2443,0.027184128
2444,0.098542464
2445,0.205863136
2446,0.050687072
2447,0.044457376
2448,0.04813856
2449,0.033130656
2450,0.030582144
2451,0.030298976
2452,0.027467296
2453,0.026617792
2454,0.025768288
2455,0.024918784
2456,0.025201952
2457,0.024918784
2458,0.024635616
2459,0.024352448
2460,0.024352448
2461,0.02406928
2462,0.02406928
2463,0.023219776
2464,0.56067264
2465,0.076172192
2466,0.05238608
2467,0.039926688
2468,0.03398016
2469,0.030865312
2470,0.028599968
2471,0.02973264
2472,0.02690096
2473,0.032847488
2474,0.031431648
2475,0.028599968
2476,0.0283168
2477,0.027467296
2478,0.027750464
2479,0.027467296
2480,0.027184128
2481,0.028033632
2482,0.027467296
2483,0.028599968
2484,0.028883136
2485,0.028883136
2486,0.028883136
2487,0.028599968
2488,0.029166304
2489,0.029449472
2490,0.028599968
2491,0.028033632
2492,0.104488992
2493,0.3256432
2494,0.065411808
2495,0.05521776
2496,0.050687072
2497,0.047855392
2498,0.045873216
2499,0.04530688
2500,0.042758368
2501,0.044174208
2502,0.045023712
2503,0.043324704
2504,0.0424752
2505,0.042758368
2506,0.067110816
2507,0.05097024
2508,0.05946528
2509,0.048704896
2510,0.046439552
2511,0.042758368
2512,0.03964352
2513,0.03964352
2514,0.038794016
2515,0.213508672
2516,0.064279136
2517,0.05521776
2518,0.051819744
2519,0.05097024
2520,0.05097024
2521,0.048421728
2522,0.047572224
2523,0.048421728
2524,0.048704896
2525,0.045873216
2526,0.045873216
2527,0.074473184
2528,0.063995968
2529,0.053518752
2530,0.050120736
2531,0.048421728
2532,0.04672272
2533,0.046439552
2534,0.046156384
2535,0.045023712
2536,0.044174208
2537,0.043607872
2538,0.043607872
2539,0.05238608
2540,0.099958304
2541,0.059182112
2542,0.093728608
2543,0.09344544
2544,0.067110816
2545,0.06654448
2546,0.07220784
2547,0.081552384
2548,0.182360192
2549,0.28599968
2550,0.09769296
2551,0.083817728
2552,0.107887008
2553,0.083817728
2554,0.103922656
2555,0.090047424
2556,0.114399872
2557,0.099675136
2558,0.08636624
2559,0.080986048
2560,0.076172192
2561,0.068526656
2562,0.068526656
2563,0.06796032
2564,0.065694976
2565,0.069092992
2566,0.4105936
2567,0.156875072
2568,0.108736512
2569,0.10760384
2570,0.099391968
2571,0.09486128
2572,0.211526496
2573,0.129407776
2574,0.111001856
2575,0.100241472
2576,0.09486128
2577,0.090047424
2578,0.086083072
2579,0.085799904
2580,0.083817728
2581,0.081835552
2582,0.084384064
2583,0.092312768
2584,0.088065248
2585,0.085516736
2586,0.082968224
2587,0.08211872
2588,0.08211872
2589,0.079003872
2590,0.13875232
2591,0.118081056
2592,0.097976128
2593,0.091463264
2594,0.08778208
2595,0.085516736
2596,0.085516736
2597,0.08211872
2598,0.078437536
2599,0.076172192
2600,0.072774176
2601,0.073906848
2602,0.06937616
2603,0.259665056
2604,0.18972256
2605,0.122328576
2606,0.104488992
2607,0.119213728
2608,0.120912736
2609,0.10760384
2610,0.099391968
2611,0.4105936
2612,0.83817728
2613,0.26051456
2614,0.206429472
2615,0.18547504
2616,0.165936448
2617,0.149795872
2618,0.28883136
2619,0.165936448
2620,0.150928544
2621,0.142433504
2622,0.135354304
2623,0.12884144
2624,0.122894912
2625,0.117797888
2626,0.126859264
2627,0.143849344
2628,0.160273088
2629,0.1911384
2630,0.211243328
2631,0.52102912
2632,0.2973264
2633,0.30298976
2634,0.244657152
2635,0.227383904
2636,0.218322528
2637,0.247488832
2638,0.231348256
2639,0.22087104
2640,0.205579968
2641,0.245789824
2642,0.212092832
2643,0.201332448
2644,0.44740544
2645,0.29449472
2646,0.234463104
2647,0.221720544
2648,0.239560128
2649,0.248904672
2650,0.276371968
2651,0.242958144
2652,0.255417536
2653,0.247772
2654,0.63995968
2655,0.39360352
2656,0.26051456
2657,0.212942336
2658,0.185191872
2659,0.198500768
2660,0.169334464
2661,0.158290912
2662,0.148380032
2663,0.140451328
2664,0.135637472
2665,0.131389952
2666,0.124310752
2667,0.118364224
2668,0.112134528
2669,0.145265184
2670,0.131106784
2671,0.111285024
2672,0.101090976
2673,0.136486976
2674,0.110718688
2675,0.098259296
2676,0.095427616
2677,0.093162272
2678,0.089764256
2679,0.132522624
2680,0.12600976
2681,0.109869184
2682,0.130823616
2683,0.152344384
2684,0.117231552
2685,0.104205824
2686,0.094294944
2687,0.088065248
2688,0.084100896
2689,0.079853376
2690,0.080986048
2691,0.078720704
2692,0.07503952
2693,0.075605856
2694,0.071924672
2695,0.070508832
2696,0.08211872
2697,0.091463264
2698,0.071641504
2699,0.068243488
2700,0.062863296
2701,0.104205824
2702,0.069092992
2703,0.060314784
2704,0.055500928
2705,0.054368256
2706,0.05238608
2707,0.07645536
2708,0.0566336
2709,0.048704896
2710,0.044740544
2711,0.041908864
2712,0.037661344
2713,0.200766112
2714,0.16848496
2715,0.103922656
2716,0.088914752
2717,0.074473184
2718,0.068526656
2719,0.078437536
2720,0.06796032
2721,0.062013792
2722,0.056067264
2723,0.048704896
2724,0.043041536
2725,0.03822768
2726,0.03398016
2727,0.031431648
2728,0.029166304
2729,0.042192032
2730,0.031997984
2731,0.029449472
2732,0.027467296
2733,0.026334624
2734,0.025201952
2735,0.024352448
2736,0.037944512
2737,0.031714816
2738,0.02548512
2739,0.026051456
2740,0.031431648
2741,0.02406928
2742,0.02265344
2743,0.037095008
2744,0.024352448
2745,0.027467296
2746,0.02548512
2747,0.02548512
2748,0.032281152
2749,0.028883136
2750,0.02406928
2751,0.022370272
2752,0.097409792
2753,0.069092992
2754,0.039077184
2755,0.03256432
2756,0.03398016
2757,0.029166304
2758,0.025768288
2759,0.02548512
2760,0.023786112
2761,0.022087104
2762,0.01982176
2763,0.019538592
2764,0.019255424
2765,0.018689088
2766,0.018122752
2767,0.118364224
2768,0.054651424
2769,0.043607872
2770,0.03398016
2771,0.098542464
2772,0.028883136
2773,0.026051456
2774,0.023786112
2775,0.02690096
2776,0.02265344
2777,0.020954432
2778,0.01982176
2779,0.026051456
2780,0.021803936
2781,0.018972256
2782,0.032281152
2783,0.112984032
2784,0.026051456
2785,0.058898944
2786,0.03256432
2787,0.024352448
2788,0.022370272
2789,0.020954432
2790,0.01982176
2791,0.34263328
2792,0.053518752
2793,0.043607872
2794,0.033130656
2795,0.0283168
2796,0.02690096
2797,0.025201952
2798,0.025201952
2799,0.025201952
2800,0.025201952
2801,0.025201952
2802,0.025768288
2803,0.022936608
2804,0.02265344
2805,0.021520768
2806,0.028599968
2807,0.041908864
2808,0.030298976
2809,0.029449472
2810,0.030015808
2811,0.030015808
2812,0.026617792
2813,0.024635616
2814,0.02265344
2815,0.021803936
2816,0.022370272
2817,0.022087104
2818,0.0212376
2819,0.151778048
2820,0.0424752
2821,0.025201952
2822,0.018122752
2823,0.018689088
2824,0.028599968
2825,0.017556416
2826,0.01557424
2827,0.024918784
2828,0.016706912
2829,0.016706912
2830,0.016423744
2831,0.040776192
2832,0.024635616
2833,0.020954432
2834,0.018972256
2835,0.01840592
2836,0.016706912
2837,0.014724736
2838,0.015007904
2839,0.068526656
2840,0.037095008
2841,0.028599968
2842,0.026051456
2843,0.02548512
2844,0.02548512
2845,0.026617792
2846,0.02690096
2847,0.026617792
2848,0.048421728
2849,0.031714816
2850,0.031431648
2851,4.0493024
2852,0.92312768
2853,0.60031616
2854,0.26334624
2855,0.146964192
2856,0.082401888
2857,0.06937616
2858,0.082401888
2859,0.185758208
2860,0.185758208
2861,0.15998992
2862,0.108170176
2863,0.082401888
2864,0.082401888
2865,0.082401888
2866,0.043607872
2867,0.043607872
2868,0.121195904
2869,0.082401888
2870,0.06937616
2871,0.082401888
2872,0.082401888
2873,0.06937616
2874,0.06937616
2875,0.082401888
2876,0.095144448
2877,0.26334624
2878,0.207562144
2879,0.176130496
2880,0.171599808
2881,0.203031456
2882,0.203031456
2883,0.18972256
2884,0.16706912
2885,0.148946368
2886,0.131106784
2887,0.11609888
2888,0.108453344
2889,0.112984032
2890,0.132805792
2891,1.72166144
2892,0.98542464
2893,0.4530688
2894,0.211809664
2895,0.259948224
2896,0.216906688
2897,0.18972256
2898,0.1840592
2899,0.176130496
2900,0.168201792
2901,0.160273088
2902,0.146964192
2903,0.144698848
2904,0.144698848
2905,0.16706912
2906,0.16706912
2907,0.16706912
2908,0.16706912
2909,0.171599808
2910,0.203031456
2911,0.198500768
2912,0.207562144
2913,0.185191872
2914,0.158007744
2915,0.148946368
2916,0.144698848
2917,0.144698848
2918,0.148946368
2919,0.153477056
2920,0.158007744
2921,0.158007744
2922,0.14016816
2923,0.14016816
2924,0.144698848
2925,0.162255264
2926,0.29449472
2927,0.34829664
2928,0.215490848
2929,0.120912736
2930,0.082401888
2931,0.074473184
2932,0.085174463
2933,0.085799904
2934,0.138469152
2935,0.249754176
2936,0.30298976
2937,0.151421267
2938,0.123219056
2939,0.106751993
2940,0.076738528
2941,0.074756352
2942,0.075322688
2943,0.07362368
2944,0.080419712
2945,0.089764256
2946,0.08919792
2947,0.090330592
2948,0.103922656
2949,0.122045408
2950,0.124877088
2951,0.098825632
2952,0.074473184
2953,0.064562304
2954,0.063995968
2955,0.060031616
2956,0.066827648
2957,0.06229696
2958,0.06229696
2959,0.061164288
2960,0.056067264
2961,0.06512864
2962,0.07645536
2963,0.0778712
2964,0.06937616
2965,0.06796032
2966,0.069942496
2967,0.071358336
2968,0.074473184
2969,0.0778712
2970,0.070792
2971,0.086649408
2972,0.11185136
2973,0.124877088
2974,0.118081056
2975,0.113833536
2976,0.14583152
2977,0.231348256
2978,0.39926688
2979,0.54651424
2980,0.49837568
2981,0.40493024
2982,0.33696992
2983,0.283168
2984,0.24352448
2985,0.204164128
2986,0.211243328
2987,0.19397008
2988,0.175847328
2989,0.137902816
2990,0.1274256
2991,0.1274256
2992,0.130823616
2993,0.136486976
2994,0.133372128
2995,0.118081056
2996,0.141584
2997,0.148096864
2998,0.137619648
2999,0.124310752
3000,0.124877088
3001,0.131389952
3002,0.14724736
3003,0.14299984
3004,0.135354304
3005,0.143849344
3006,0.134221632
3007,0.135354304
3008,0.167352288
3009,0.216906688
3010,0.248904672
3011,0.34829664
3012,0.33130656
3013,0.35396
3014,0.36245504
3015,0.37944512
3016,0.50687072
3017,0.778712
3018,0.94011776
3019,0.99675136
3020,0.7362368
3021,0.40776192
3022,0.237577952
3023,0.16140576
3024,0.140451328
3025,0.12884144
3026,0.120063232
3027,0.113833536
3028,0.108170176
3029,0.10901968
3030,0.121479072
3031,0.105621664
3032,0.111001856
3033,0.142150336
3034,0.142433504
3035,0.127708768
3036,0.102789984
3037,0.10052464
3038,0.127991936
3039,0.145265184
3040,0.14016816
3041,0.129407776
3042,0.112134528
3043,0.103073152
3044,0.122045408
3045,0.133655296
3046,0.119496896
3047,0.147530528
3048,0.234746272
3049,0.232764096
3050,0.188589888
3051,0.15998992
3052,0.141584
3053,0.1274256
3054,0.119213728
3055,0.114116704
3056,0.159706752
3057,0.33130656
3058,0.43324704
3059,0.31997984
3060,0.251453184
3061,0.254568032
3062,0.235878944
3063,0.190855232
3064,0.173581984
3065,0.172449312
3066,0.150645376
3067,0.149512704
3068,0.34263328
3069,0.65978144
3070,0.38794016
3071,0.21803936
3072,0.204164128
3073,0.218322528
3074,0.269575936
3075,0.233896768
3076,0.18830672
3077,0.148096864
3078,0.135637472
3079,0.1840592
3080,0.2760888
3081,0.223419552
3082,0.187174048
3083,0.166219616
3084,0.139601824
3085,0.120912736
3086,0.106188
3087,0.093728608
3088,0.09486128
3089,0.12600976
3090,0.150645376
3091,0.109302848
3092,0.136486976
3093,0.112417696
3094,0.095144448
3095,0.08778208
3096,0.085799904
3097,0.09769296
3098,0.087498912
3099,0.084667232
3100,0.181510688
3101,0.10901968
3102,0.086649408
3103,0.08353456
3104,0.079570208
3105,0.07503952
3106,0.071924672
3107,0.068243488
3108,0.065411808
3109,0.063429632
3110,0.093728608
3111,0.075889024
3112,0.06654448
3113,0.06229696
3114,0.063146464
3115,0.063995968
3116,0.066827648
3117,0.064562304
3118,0.066261312
3119,0.059182112
3120,0.0566336
3121,0.165086944
3122,0.07645536
3123,0.05521776
3124,0.054085088
3125,0.05238608
3126,0.048988064
3127,0.142433504
3128,0.071924672
3129,0.05804944
3130,0.054651424
3131,0.050120736
3132,0.04672272
3133,0.04530688
3134,0.041908864
3135,0.039926688
3136,0.107037504
3137,0.060031616
3138,0.040209856
3139,0.086083072
3140,0.05097024
3141,0.042758368
3142,0.041625696
3143,0.038510848
3144,0.035962336
3145,0.035679168
3146,0.039926688
3147,0.045590048
3148,0.033130656
3149,0.03256432
3150,0.031431648
3151,0.029449472
3152,0.030015808
3153,0.028033632
3154,0.026051456
3155,0.02548512
3156,0.02548512
3157,0.02973264
3158,0.023219776
3159,0.022370272
3160,0.022370272
3161,0.021520768
3162,0.021520768
3163,0.021520768
3164,0.02265344
3165,0.020954432
3166,0.020104928
3167,0.01982176
3168,0.052102912
3169,0.036528672
3170,0.030582144
3171,0.090330592
3172,0.193120576
3173,0.045590048
3174,0.038794016
3175,0.034263328
3176,0.03256432
3177,0.03114848
3178,0.030865312
3179,0.027467296
3180,0.026617792
3181,0.026334624
3182,0.023786112
3183,0.02406928
3184,0.024352448
3185,0.026334624
3186,0.024635616
3187,0.022936608
3188,0.022936608
3189,0.022370272
3190,0.021520768
3191,0.021520768
3192,0.0212376
3193,0.0212376
3194,0.020104928
3195,0.021520768
3196,0.020954432
3197,0.0212376
3198,0.0212376
3199,0.021520768
3200,0.0212376
3201,0.020671264
3202,0.020954432
3203,0.036528672
3204,0.052952416
3205,0.030865312
3206,0.024918784
3207,0.023786112
3208,0.023502944
3209,0.023786112
3210,0.024635616
3211,0.023786112
3212,0.023219776
3213,0.023219776
3214,0.023502944
3215,0.02265344
3216,0.022370272
3217,0.023219776
3218,0.024635616
