$Muddy Brook Daily Discharge,
1511,0.0340674272
1512,0.0413675902
1513,0.0361531881
1514,0.0312864128
1515,0.0328854961
1516,0.0383779996
1517,0.0427580974
1518,0.0411590141
1519,0.0673005501
1520,0.1564320638
1521,0.1244503974
1522,0.0903829702
1523,0.0750873906
1524,0.0689691588
1525,0.0650062132
1526,0.0668833979
1527,0.0660490936
1528,0.0644500103
1529,0.0691082095
1530,0.0675786516
1531,0.0680653291
1532,0.0917734774
1533,0.205099817
1534,0.1870232229
1535,0.1327934408
1536,0.1056785498
1537,0.0882972093
1538,0.0792589123
1539,0.0778684051
1540,0.0757826442
1541,0.0716111225
1542,0.0651452639
1543,0.0609042168
1544,0.0610432676
1545,0.0666748219
1546,0.0655624161
1547,0.0688301081
1548,0.0771731515
1549,0.0848209412
1550,0.1015070281
1551,0.1112405787
1552,0.1460032595
1553,0.1661656144
1554,0.1195836221
1555,0.0931639846
1556,0.0882972093
1557,0.0869067021
1558,0.0820399268
1559,0.0778684051
1560,0.0792589123
1561,0.0820399268
1562,0.0848209412
1563,0.0896877166
1564,0.1154121004
1565,0.1056785498
1566,0.0896877166
1567,0.0764778978
1568,0.0689691588
1569,0.0637547567
1570,0.0589575067
1571,0.0677872276
1572,0.0702206153
1573,0.0602784886
1574,0.0506144633
1575,0.0499192097
1576,0.0483201264
1577,0.0456781626
1578,0.0408809127
1579,0.0354579345
1580,0.0305216338
1581,0.0273929925
1582,0.0257243838
1583,0.0244729273
1584,0.0223176411
1585,0.0222481157
1586,0.0235690976
1587,0.0235690976
1588,0.0225957425
1589,0.0233605215
1590,0.0566631698
1591,0.0598613364
1592,0.0527002242
1593,0.0526306988
1594,0.0371960685
1595,0.0296178041
1596,0.0258634345
1597,0.0241948259
1598,0.0246815034
1599,0.0449133836
1600,0.0326073946
1601,0.020370931
1602,0.0175899165
1603,0.0326073946
1604,0.0328854961
1605,0.1974520272
1606,0.1981472808
1607,0.1515652885
1608,0.1049832961
1609,0.0757826442
1610,0.0702206153
1611,0.125145651
1612,0.1140215932
1613,0.0806494195
1614,0.0564545937
1615,0.0546469343
1616,0.0491544307
1617,0.037682746
1618,0.0295482787
1619,0.0408113873
1620,0.2301289472
1621,0.1939757591
1622,0.1202788757
1623,0.2489007948
1624,0.2822729684
1625,0.2009282953
1626,0.3330264824
1627,0.2662821352
1628,0.1821564476
1629,0.1355744553
1630,0.1473937668
1631,0.1279266655
1632,0.0973355064
1633,0.074392137
1634,0.0602784886
1635,0.0495715829
1636,0.0380998982
1637,0.0365008149
1638,0.0367789163
1639,0.0418542677
1640,0.0561764922
1641,0.0606261154
1642,0.0422018945
1643,0.0528392749
1644,0.1439174987
1645,0.1091548178
1646,0.0618775719
1647,0.0395599308
1648,0.0280187208
1649,0.0229433694
1650,0.0205795071
1651,0.0179375433
1652,0.019606152
1653,0.0191889998
1654,0.0193280505
1655,0.0177289672
1656,0.0169641882
1657,0.0136964963
1658,0.01154121
1659,0.0100116521
1660,0.0084820941
1661,0.0079258912
1662,0.0067926278
1663,0.0070220615
1664,0.0068134854
1665,0.0199537788
1666,0.0410199634
1667,0.0205099817
1668,0.0198842534
1669,0.021344286
1670,0.0184937462
1671,0.0150174781
1672,0.0112631086
1673,0.0095249746
1674,0.0087601956
1675,0.0127231412
1676,0.0123755144
1677,0.0102202282
1678,0.0085516195
1679,0.008273518
1680,0.0069455836
1681,0.0072306376
1682,0.0119583622
1683,0.0252377063
1684,0.0166860868
1685,0.0130012426
1686,0.0399075576
1687,0.017103239
1688,0.0091773477
1689,0.0063754757
1690,0.0061112793
1691,0.0057636525
1692,0.0053117376
1693,0.0043592402
1694,0.0036848442
1695,0.0036709391
1696,0.0045817213
1697,0.0033511224
1698,0.0031703565
1699,0.0034554105
1700,0.0035457934
1701,0.0029131127
1702,0.0042340945
1703,0.0039559931
1704,0.0034554105
1705,0.0039490405
1706,0.0045191485
1707,0.0049432532
1708,0.0033511224
1709,0.0035944612
1710,0.0032607395
1711,0.0034136953
1712,0.0025793909
1713,0.0035805561
1714,0.0024055775
1715,0.0015573681
1716,0.0022804319
1717,0.0058679405
1718,0.0040185659
1719,0.003462363
1720,0.0042758097
1721,0.0040672337
1722,0.0025724384
1723,0.0030938786
1724,0.002308242
1725,0.002697584
1726,0.0029687329
1727,0.0034415054
1728,0.0031842616
1729,0.0027949195
1730,0.0031703565
1731,0.0022387166
1732,0.0033650275
1733,0.0033024547
1734,0.0014600326
1735,0.0044913384
1736,0.0048667753
1737,0.0048181076
1738,0.0054925036
1739,0.0066605296
1740,0.0082039927
1741,0.0097335506
1742,0.0110545325
1743,0.0106373803
1744,0.0099421267
1745,0.0084820941
1746,0.0075782644
1747,0.0070220615
1748,0.0063893807
1749,0.0064867162
1750,0.0062086148
1751,0.0060348014
1752,0.0055898391
1753,0.0051309717
1754,0.0053325952
1755,0.0056315543
1756,0.0054229782
1757,0.0053534528
1758,0.0053256427
1759,0.0051379242
1760,0.0050683989
1761,0.0050405887
1762,0.0048042025
1763,0.0035596985
1764,0.0034554105
1765,0.0037543695
1766,0.0058887981
1767,0.0057845101
1768,0.0045052434
1769,0.0033094072
1770,0.0032746445
1771,0.0032607395
1772,0.0032815971
1773,0.0033024547
1774,0.0034345529
1775,0.0036987492
1776,0.0034554105
1777,0.0033372174
1778,0.00337198
1779,0.0036639866
1780,0.0036222713
1781,0.0035388409
1782,0.0035457934
1783,0.0040950438
1784,0.0043800978
1785,0.0039559931
1786,0.003552746
1787,0.0079258912
1788,0.0102202282
1789,0.0065145264
1790,0.0044426706
1791,0.0040394235
1792,0.0276710939
1793,0.0346931555
1794,0.0231519454
1795,0.0169641882
1796,0.0148784274
1797,0.0136964963
1798,0.0129317173
1799,0.0118888368
1800,0.0109154818
1801,0.0109850071
1802,0.0133488694
1803,0.0125145651
1804,0.0120278876
1805,0.0119583622
1806,0.0107764311
1807,0.0098726014
1808,0.0091773477
1809,0.0088297209
1810,0.0111935832
1811,0.0107764311
1812,0.0111935832
1813,0.0118193115
1814,0.0111935832
1815,0.0109154818
1816,0.0116107354
1817,0.0141136484
1818,0.026141536
1819,0.0356665105
1820,0.0276710939
1821,0.020370931
1822,0.0167556122
1823,0.0146698513
1824,0.0165470361
1825,0.0450524344
1826,0.0310083113
1827,0.0221785904
1828,0.0177289672
1829,0.0255853331
1830,0.0208576085
1831,0.0183546955
1832,0.0229433694
1833,0.0415761663
1834,0.0364312895
1835,0.0256548585
1836,0.0190499491
1837,0.0209966592
1838,0.0677872276
1839,0.0588879813
1840,0.0481810756
1841,0.0876019557
1842,0.0614604197
1843,0.0443571808
1844,0.0356665105
1845,0.0309387859
1846,0.0279491954
1847,0.023638623
1848,0.021344286
1849,0.0196756774
1850,0.018076594
1851,0.0171727643
1852,0.017103239
1853,0.0166165614
1854,0.0152260542
1855,0.0136964963
1856,0.0119583622
1857,0.0117497861
1858,0.0125145651
1859,0.0129317173
1860,0.0134183948
1861,0.0139050723
1862,0.0139745977
1863,0.0139050723
1864,0.0139050723
1865,0.0134183948
1866,0.0134183948
1867,0.0134183948
1868,0.013070768
1869,0.0125840905
1870,0.0139745977
1871,0.0177289672
1872,0.0170337136
1873,0.0164079854
1874,0.0157822571
1875,0.0157127317
1876,0.0153651049
1877,0.0150174781
1878,0.0194671013
1879,0.0266977389
1880,0.030174007
1881,0.0287834997
1882,0.0255158077
1883,0.0226652679
1884,0.0205099817
1885,0.018841373
1886,0.0175899165
1887,0.0166860868
1888,0.015573681
1889,0.0150870035
1890,0.0142526991
1891,0.0132793441
1892,0.0131402934
1893,0.0131402934
1894,0.0143917499
1895,0.0141136484
1896,0.0168251375
1897,0.0204404563
1898,0.0488068039
1899,0.0474162967
1900,0.0400466083
1901,0.0452610105
1902,0.0335807497
1903,0.0304521084
1904,0.0267672642
1905,0.0539516807
1906,0.0757826442
1907,0.054785985
1908,0.0542297821
1909,0.0428276228
1910,0.0357360359
1911,0.0323988185
1912,0.0279491954
1913,0.0289920758
1914,0.0536040539
1915,0.4088091267
1916,0.586098799
1917,0.3469315548
1918,0.2280431863
1919,0.1550415565
1920,0.1216693829
1921,0.1223646366
1922,0.1091548178
1923,0.0869067021
1924,0.1056785498
1925,0.1181931149
1926,0.0855161949
1927,0.0695253617
1928,0.0644500103
1929,0.0576365248
1930,0.051518293
1931,0.052283072
1932,0.107069057
1933,0.092468731
1934,0.0679262784
1935,0.0561764922
1936,0.0471381952
1937,0.0412980648
1938,0.0369179671
1939,0.0392818293
1940,0.0471381952
1941,0.0378913221
1942,0.0389342025
1943,0.0641023835
1944,0.0566631698
1945,0.0441486047
1946,0.0437314525
1947,0.1647751072
1948,0.175899165
1949,0.1035927889
1950,0.0730016298
1951,0.0586794053
1952,0.0486677532
1953,0.041715217
1954,0.0367789163
1955,0.0338588511
1956,0.0332331229
1957,0.0348322062
1958,0.0295482787
1959,0.0271148911
1960,0.0253072317
1961,0.0230128947
1962,0.0221785904
1963,0.0564545937
1964,0.0709158689
1965,0.0486677532
1966,0.0382389489
1967,0.0303825831
1968,0.0269758403
1969,0.0267672642
1970,0.0276015686
1971,0.0278101447
1972,0.0273929925
1973,0.0227347933
1974,0.0414371156
1975,0.0451219597
1976,0.0346931555
1977,0.0389342025
1978,0.0335807497
1979,0.0263501121
1980,0.0212052353
1981,0.0209966592
1982,0.0244034019
1983,0.0307302099
1984,0.0235690976
1985,0.0177984926
1986,0.0149479528
1987,0.013835547
1988,0.0116802608
1989,0.010567855
1990,0.0139050723
1991,0.0207880831
1992,0.0162689346
1993,0.0120974129
1994,0.0112631086
1995,0.0117497861
1996,0.0100811774
1997,0.0091773477
1998,0.0077173151
1999,0.0068969159
2000,0.0060626115
2001,0.0056941271
2002,0.0053604054
2003,0.0136964963
2004,0.0109154818
2005,0.0091078224
2006,0.0081344673
2007,0.0072306376
2008,0.007300163
2009,0.0060973742
2010,0.0074392137
2011,0.0403247098
2012,0.0394904054
2013,0.021344286
2014,0.0134183948
2015,0.0129317173
2016,0.0106373803
2017,0.0112631086
2018,0.0095944999
2019,0.0082039927
2020,0.0069177735
2021,0.0072306376
2022,0.0072306376
2023,0.0118193115
2024,0.0114021593
2025,0.0091773477
2026,0.0078563659
2027,0.0073696883
2028,0.0066674822
2029,0.0061668996
2030,0.0057358423
2031,0.0058679405
2032,0.0052700224
2033,0.0049710634
2034,0.0051726869
2035,0.005471646
2036,0.0054925036
2037,0.004901538
2038,0.004526101
2039,0.0043453351
2040,0.0041228539
2041,0.0040394235
2042,0.0037335119
2043,0.0036292239
2044,0.0035805561
2045,0.0033928376
2046,0.0034554105
2047,0.0032885496
2048,0.0030313058
2049,0.0028296822
2050,0.0026280587
2051,0.0066466246
2052,0.0260720106
2053,0.0168946629
2054,0.0114021593
2055,0.0076477898
2056,0.0053186902
2057,0.0040811387
2058,0.0035875087
2059,0.0032398819
2060,0.0031286413
2061,0.0031564514
2062,0.0030660685
2063,0.0031703565
2064,0.0027671094
2065,0.0027601569
2066,0.0033163598
2067,0.0030104482
2068,0.0025793909
2069,0.0025654858
2070,0.0031425463
2071,0.0039212304
2072,0.0074392137
2073,0.0048737279
2074,0.0036222713
2075,0.0030938786
2076,0.0032329293
2077,0.0028157771
2078,0.0025237706
2079,0.0025098656
2080,0.0024890079
2081,0.0022804319
2082,0.0022526217
2083,0.0024542453
2084,0.0023777674
2085,0.0023012895
2086,0.0022595743
2087,0.0021970014
2088,0.0021205235
2089,0.0020509982
2090,0.0029409228
2091,0.0035666511
2092,0.0028505398
2093,0.0023499572
2094,0.0020927134
2095,0.0020370931
2096,0.0019745203
2097,0.0018354695
2098,0.0017798493
2099,0.0018632797
2100,0.002113571
2101,0.0034971257
2102,0.0037960847
2103,0.0031147362
2104,0.0033789326
2105,0.0030174007
2106,0.0027253942
2107,0.00287835
2108,0.0029895906
2109,0.0030174007
2110,0.0030313058
2111,0.0031286413
2112,0.0031008311
2113,0.0031703565
2114,0.0030452108
2115,0.0087601956
2116,0.0347626808
2117,0.0148784274
2118,0.0099421267
2119,0.0074392137
2120,0.0060487065
2121,0.0056524119
2122,0.092468731
2123,0.1633845999
2124,0.0736968834
2125,0.0417847424
2126,0.0255853331
2127,0.0175203911
2128,0.0134183948
2129,0.0107764311
2130,0.009803076
2131,0.015573681
2132,0.0169641882
2133,0.0139745977
2134,0.0116107354
2135,0.0093163985
2136,0.0084125688
2137,0.0189108984
2138,0.0157822571
2139,0.0107069057
2140,0.0086211448
2141,0.0082039927
2142,0.0088297209
2143,0.0081344673
2144,0.0112631086
2145,0.011332634
2146,0.0086211448
2147,0.0159213078
2148,0.0443571808
2149,0.0296178041
2150,0.0207185578
2151,0.0160603585
2152,0.022109065
2153,0.019606152
2154,0.0258634345
2155,0.0336502751
2156,0.0246815034
2157,0.0274625179
2158,0.0249596048
2159,0.0214833368
2160,0.0199537788
2161,0.0282272968
2162,0.0436619271
2163,0.0572193727
2164,0.0785636587
2165,0.0606261154
2166,0.0658405175
2167,0.1300124263
2168,0.0848209412
2169,0.0959449991
2170,0.3538840909
2171,0.2433387659
2172,0.1432222451
2173,0.0966402527
2174,0.074392137
2175,0.0615994704
2176,0.052283072
2177,0.0676481769
2178,0.0778684051
2179,0.0616689958
2180,0.0506144633
2181,0.0443571808
2182,0.0403247098
2183,0.0404637605
2184,0.0511011408
2185,0.0931639846
2186,0.083430434
2187,0.0625728255
2188,0.053047851
2189,0.0454000612
2190,0.0385170504
2191,0.0321902425
2192,0.0290616012
2193,0.0293397026
2194,0.0282968222
2195,0.0428971482
2196,0.0778684051
2197,0.046512467
2198,0.0422714199
2199,0.0371960685
2200,0.0324683439
2201,0.0303130577
2202,0.0282272968
2203,0.028644449
2204,0.0285749237
2205,0.0260024853
2206,0.0246815034
2207,0.0238471991
2208,0.0230824201
2209,0.0260024853
2210,0.1216693829
2211,0.0778684051
2212,0.0455391119
2213,0.0368484417
2214,0.0324683439
2215,0.0307302099
2216,0.0299654309
2217,0.0260720106
2218,0.0716111225
2219,0.0454000612
2220,0.0369874924
2221,0.0305216338
2222,0.0266282135
2223,0.0254462824
2224,0.0287834997
2225,0.0329550214
2226,0.0278101447
2227,0.0255853331
2228,0.0245424527
2229,0.0234300469
2230,0.0227347933
2231,0.022873844
2232,0.0237776737
2233,0.0225262172
2234,0.0216919128
2235,0.0215528621
2236,0.0212747607
2237,0.0212747607
2238,0.0212747607
2239,0.0208576085
2240,0.019606152
2241,0.0191194745
2242,0.0191194745
2243,0.0183546955
2244,0.0185632716
2245,0.0180070687
2246,0.0176594419
2247,0.0172422897
2248,0.0166165614
2249,0.0160603585
2250,0.0155041557
2251,0.0150870035
2252,0.0159213078
2253,0.0159908332
2254,0.0180070687
2255,0.0195366266
2256,0.0171727643
2257,0.0161994093
2258,0.0160603585
2259,0.0161994093
2260,0.0176594419
2261,0.0248205541
2262,0.0400466083
2263,0.0320511917
2264,0.0306606845
2265,0.0425495213
2266,0.039212304
2267,0.0419933185
2268,0.0524221227
2269,0.0448438583
2270,0.0331635975
2271,0.0317730903
2272,0.0314254635
2273,0.0290616012
2274,0.0270453657
2275,0.0271844164
2276,0.0428971482
2277,0.1181931149
2278,0.1216693829
2279,0.083430434
2280,0.0694558363
2281,0.0649366878
2282,0.074392137
2283,0.0778684051
2284,0.1237551438
2285,0.2419482586
2286,0.2377767369
2287,0.1494795276
2288,0.1314029336
2289,0.1181931149
2290,0.1126310859
2291,0.116107354
2292,0.1348792017
2293,0.134183948
2294,0.1181931149
2295,0.107069057
2296,0.0959449991
2297,0.0799541659
2298,0.0684824813
2299,0.0634071299
2300,0.0569412712
2301,0.0568717459
2302,0.1334886944
2303,0.125145651
2304,0.0910782238
2305,0.0736968834
2306,0.0616689958
2307,0.054021206
2308,0.0468600938
2309,0.0441486047
2310,0.0408809127
2311,0.0377522714
2312,0.0342064779
2313,0.0430361989
2314,0.0371265431
2315,0.0305911591
2316,0.0266977389
2317,0.0230824201
2318,0.0220395397
2319,0.0224566918
2320,0.0210661846
2321,0.0199537788
2322,0.0191889998
2323,0.0176594419
2324,0.0164775107
2325,0.014600326
2326,0.0126536158
2327,0.012305989
2328,0.0117497861
2329,0.010567855
2330,0.0106373803
2331,0.0104288043
2332,0.0092468731
2333,0.0086211448
2334,0.0085516195
2335,0.0079954166
2336,0.0074392137
2337,0.0072306376
2338,0.0057984152
2339,0.0056732695
2340,0.0064867162
2341,0.005951371
2342,0.0059444184
2343,0.0161298839
2344,0.0987260136
2345,0.1063738034
2346,0.0495715829
2347,0.0267672642
2348,0.0168251375
2349,0.0116107354
2350,0.0093163985
2351,0.0086211448
2352,0.0094554492
2353,0.0072306376
2354,0.0058887981
2355,0.0052561173
2356,0.0045539112
2357,0.0082039927
2358,0.0120278876
2359,0.0095249746
2360,0.0074392137
2361,0.0058123202
2362,0.004901538
2363,0.0132793441
2364,0.0272539418
2365,0.0157822571
2366,0.0122364637
2367,0.0102897535
2368,0.0095944999
2369,0.007300163
2370,0.0317730903
2371,0.062850927
2372,0.0363617642
2373,0.0291311265
2374,0.0353188837
2375,0.0398380322
2376,0.02113571
2377,0.0131402934
2378,0.0095944999
2379,0.0077868405
2380,0.0069177735
2381,0.0061043268
2382,0.0344845794
2383,0.0197452027
2384,0.0107069057
2385,0.0079954166
2386,0.0067370075
2387,0.0061321369
2388,0.0048250601
2389,0.0042619047
2390,0.0043522876
2391,0.0047624873
2392,0.0043244775
2393,0.0037960847
2394,0.003462363
2395,0.0032120717
2396,0.0029895906
2397,0.0029687329
2398,0.0032051192
2399,0.0033441699
2400,0.0035110308
2401,0.0071611123
2402,0.008273518
2403,0.0083430434
2404,0.0056037442
2405,0.0042201895
2406,0.0033302648
2407,0.0046999144
2408,0.0049988735
2409,0.0041298065
2410,0.0036014137
2411,0.0033024547
2412,0.0032120717
2413,0.0031355938
2414,0.0052213547
2415,0.0076477898
2416,0.0056593644
2417,0.0045678163
2418,0.0040394235
2419,0.0040255184
2420,0.0036014137
2421,0.0032398819
2422,0.0029339703
2423,0.0026558688
2424,0.0025237706
2425,0.0024403402
2426,0.0024333877
2427,0.0024472927
2428,0.0023360522
2429,0.0022456692
2430,0.0021622387
2431,0.0021274761
2432,0.0021066185
2433,0.0020440456
2434,0.0019328051
2435,0.0018354695
2436,0.0017728967
2437,0.0016964188
2438,0.0016407985
2439,0.0015504156
2440,0.0014322225
2441,0.0013905072
2442,0.0013766022
2443,0.001348792
2444,0.0016199409
2445,0.0030104482
2446,0.0027323467
2447,0.002683679
2448,0.0031981666
2449,0.0035666511
2450,0.0030521634
2451,0.0025724384
2452,0.0023012895
2453,0.0021413811
2454,0.0019884253
2455,0.0018215645
2456,0.001738134
2457,0.001738134
2458,0.0016964188
2459,0.0016755612
2460,0.0016477511
2461,0.001633846
2462,0.0015990833
2463,0.0015782257
2464,0.0079954166
2465,0.0100811774
2466,0.0068065329
2467,0.00529088
2468,0.0044913384
2469,0.0039281829
2470,0.0034971257
2471,0.0030938786
2472,0.0060973742
2473,0.0062086148
2474,0.0047833449
2475,0.0037057018
2476,0.003267692
2477,0.00287835
2478,0.0027949195
2479,0.0026350112
2480,0.0024890079
2481,0.0024751029
2482,0.0024751029
2483,0.0024333877
2484,0.0024403402
2485,0.0024751029
2486,0.0025098656
2487,0.0024751029
2488,0.0024751029
2489,0.0025515808
2490,0.0024681503
2491,0.0024194826
2492,0.0029895906
2493,0.0104288043
2494,0.0091773477
2495,0.0062294724
2496,0.0048459177
2497,0.0041715217
2498,0.0038169424
2499,0.003643129
2500,0.0034762681
2501,0.0033997902
2502,0.0033094072
2503,0.0045400061
2504,0.005096209
2505,0.0028366348
2506,0.0035040782
2507,0.0048945855
2508,0.0054785985
2509,0.0059930862
2510,0.0053117376
2511,0.0042827623
2512,0.0037196068
2513,0.0035110308
2514,0.0035805561
2515,0.014600326
2516,0.0201623549
2517,0.0139050723
2518,0.0099421267
2519,0.0079258912
2520,0.0070915869
2521,0.0068691057
2522,0.0067787228
2523,0.0067995804
2524,0.0070915869
2525,0.0066883398
2526,0.0062294724
2527,0.0077868405
2528,0.0108459564
2529,0.0108459564
2530,0.0097335506
2531,0.0084820941
2532,0.0077868405
2533,0.0073696883
2534,0.0070220615
2535,0.0065492891
2536,0.0060139438
2537,0.005680222
2538,0.0054090731
2539,0.0053951681
2540,0.0081344673
2541,0.0084820941
2542,0.0160603585
2543,0.0224566918
2544,0.0175899165
2545,0.013070768
2546,0.0117497861
2547,0.0114021593
2548,0.0131402934
2549,0.0540907314
2550,0.0500582604
2551,0.0335807497
2552,0.0281577715
2553,0.0274625179
2554,0.0254462824
2555,0.0232909962
2556,0.0230128947
2557,0.0271844164
2558,0.0250986556
2559,0.0214833368
2560,0.0187718477
2561,0.0159213078
2562,0.0143222245
2563,0.0133488694
2564,0.0126536158
2565,0.0125840905
2566,0.0292701773
2567,0.1091548178
2568,0.0723063761
2569,0.0693167856
2570,0.0443571808
2571,0.0306606845
2572,0.0343455287
2573,0.0421323692
2574,0.0349017316
2575,0.0284358729
2576,0.0244729273
2577,0.0212747607
2578,0.0184937462
2579,0.0171727643
2580,0.0162689346
2581,0.015573681
2582,0.0157822571
2583,0.018076594
2584,0.0175203911
2585,0.0168251375
2586,0.0159908332
2587,0.0158517825
2588,0.0171727643
2589,0.0182851701
2590,0.0205795071
2591,0.0424104706
2592,0.0447048076
2593,0.0371960685
2594,0.0315645142
2595,0.0280882461
2596,0.025376757
2597,0.0241253005
2598,0.0242643512
2599,0.0216223875
2600,0.0191889998
2601,0.0192585252
2602,0.0177289672
2603,0.0216919128
2604,0.0658405175
2605,0.0648671624
2606,0.0445657568
2607,0.0375436953
2608,0.0462343655
2609,0.0501973111
2610,0.0402551844
2611,0.0452610105
2612,0.2489007948
2613,0.2030140561
2614,0.1105453251
2615,0.0778684051
2616,0.0625728255
2617,0.0512401916
2618,0.0599308618
2619,0.0688301081
2620,0.0551336118
2621,0.0468600938
2622,0.0421323692
2623,0.0385865757
2624,0.0363617642
2625,0.0342760033
2626,0.0329550214
2627,0.0423409453
2628,0.0417847424
2629,0.0371265431
2630,0.0339979019
2631,0.0666748219
2632,0.1015070281
2633,0.0827351804
2634,0.0663967204
2635,0.0525611734
2636,0.0447743329
2637,0.0426190467
2638,0.0425495213
2639,0.0405332859
2640,0.0376132207
2641,0.0383084743
2642,0.0433143003
2643,0.0383084743
2644,0.0438009779
2645,0.0771731515
2646,0.0577755756
2647,0.0462343655
2648,0.0412980648
2649,0.0394208801
2650,0.0413675902
2651,0.0393513547
2652,0.0380998982
2653,0.0364312895
2654,0.0489458546
2655,0.1098500715
2656,0.0778684051
2657,0.057288898
2658,0.0473467713
2659,0.0462343655
2660,0.0484591771
2661,0.0418542677
2662,0.0370570178
2663,0.0337198004
2664,0.0310778367
2665,0.0287139744
2666,0.0272539418
2667,0.0241948259
2668,0.0220395397
2669,0.022109065
2670,0.0262110614
2671,0.0233605215
2672,0.0210661846
2673,0.0226652679
2674,0.0273929925
2675,0.0239862498
2676,0.0223176411
2677,0.0228043186
2678,0.0207185578
2679,0.02113571
2680,0.0285749237
2681,0.02787967
2682,0.0271148911
2683,0.0338588511
2684,0.0370570178
2685,0.0335112243
2686,0.02787967
2687,0.0235690976
2688,0.0218309636
2689,0.0195366266
2690,0.0179375433
2691,0.0189108984
2692,0.017868018
2693,0.0155041557
2694,0.0144612752
2695,0.013835547
2696,0.0128621919
2697,0.0149479528
2698,0.0143917499
2699,0.0135574455
2700,0.0120278876
2701,0.0131402934
2702,0.013835547
2703,0.0116802608
2704,0.0100811774
2705,0.0091078224
2706,0.0082039927
2707,0.0098726014
2708,0.0103592789
2709,0.0084820941
2710,0.0076477898
2711,0.0069525362
2712,0.0064936688
2713,0.0068343431
2714,0.0161298839
2715,0.0121669383
2716,0.0093859238
2717,0.0077173151
2718,0.0067717702
2719,0.0062433775
2720,0.0064589061
2721,0.0062920452
2722,0.0067091974
2723,0.0058818456
2724,0.004901538
2725,0.0039629456
2726,0.0034136953
2727,0.0031494989
2728,0.0030174007
2729,0.0028853025
2730,0.0026697739
2731,0.0025376757
2732,0.0023916724
2733,0.0022665268
2734,0.002203954
2735,0.0021274761
2736,0.0023499572
2737,0.0024194826
2738,0.0021274761
2739,0.0020996659
2740,0.0020649032
2741,0.0018980424
2742,0.001828517
2743,0.001828517
2744,0.001738134
2745,0.0016825138
2746,0.0017450866
2747,0.0017868018
2748,0.0018215645
2749,0.0017798493
2750,0.0015990833
2751,0.0013696496
2752,0.0014252699
2753,0.0014739377
2754,0.0013209819
2755,0.0012305989
2756,0.0011958362
2757,0.0010359279
2758,0.0009107822
2759,0.0008829721
2760,0.0008203993
2761,0.0007856366
2762,0.0007091587
2763,0.0005979181
2764,0.000570108
2765,0.0004866775
2766,0.0004658199
2767,0.0007925891
2768,0.0009107822
2769,0.0008899246
2770,0.0007717315
2771,0.001063738
2772,0.0009246873
2773,0.0007717315
2774,0.0006465859
2775,0.000584013
2776,0.0005075351
2777,0.0004310572
2778,0.0004241047
2779,0.0004936301
2780,0.000570108
2781,0.0004380098
2782,0.0005562029
2783,0.0016547036
2784,0.0009733551
2785,0.0008899246
2786,0.0009385924
2787,0.0008412569
2788,0.0008482094
2789,0.0008273518
2790,0.0007230638
2791,0.001633846
2792,0.001439175
2793,0.0012862192
2794,0.0010845956
2795,0.0010150703
2796,0.0009177348
2797,0.0008412569
2798,0.0007925891
2799,0.0006604909
2800,0.0006396333
2801,0.0006883011
2802,0.0007091587
2803,0.0006465859
2804,0.0005909656
2805,0.0005283927
2806,0.0006048706
2807,0.0007856366
2808,0.0008134467
2809,0.0007508739
2810,0.0006396333
2811,0.0006883011
2812,0.0005979181
2813,0.0005562029
2814,0.0004866775
2815,0.0004310572
2816,0.0004310572
2817,0.0004310572
2818,0.0004449623
2819,0.000869067
2820,0.0008203993
2821,0.0006813485
2822,0.0006048706
2823,0.0005562029
2824,0.0007091587
2825,0.0006187757
2826,0.0005283927
2827,0.0007022062
2828,0.0007022062
2829,0.0006604909
2830,0.0006187757
2831,0.0008899246
2832,0.0008899246
2833,0.000869067
2834,0.0007856366
2835,0.0007161112
2836,0.0007300163
2837,0.0007578264
2838,0.0007022062
2839,0.0010011652
2840,0.0012236464
2841,0.0010289754
2842,0.0010359279
2843,0.0010845956
2844,0.001049833
2845,0.0009942127
2846,0.0010011652
2847,0.0010081177
2848,0.0014600326
2849,0.0014947953
2850,0.0013418395
2851,0.010567855
2852,0.039977083
2853,0.0197452027
2854,0.0110545325
2855,0.0075087391
2856,0.005485551
2857,0.004706867
2858,0.0120974129
2859,0.0118193115
2860,0.0091773477
2861,0.0077868405
2862,0.0065214789
2863,0.0060904217
2864,0.0057010797
2865,0.0053395478
2866,0.0052422123
2867,0.0050892565
2868,0.0062086148
2869,0.0043036199
2870,0.004227142
2871,0.0043244775
2872,0.0043800978
2873,0.0042132369
2874,0.004032471
2875,0.0040255184
2876,0.0054299307
2877,0.0136964963
2878,0.0125840905
2879,0.0125840905
2880,0.0107069057
2881,0.0116802608
2882,0.0114021593
2883,0.0095944999
2884,0.0091078224
2885,0.0175899165
2886,0.015573681
2887,0.0118193115
2888,0.008273518
2889,0.0069525362
2890,0.008064942
2891,0.019606152
2892,0.1001165208
2893,0.0792589123
2894,0.0445657568
2895,0.0312168874
2896,0.0246815034
2897,0.0207185578
2898,0.0194671013
2899,0.0189804237
2900,0.0175899165
2901,0.0154346303
2902,0.0132793441
2903,0.0154346303
2904,0.0165470361
2905,0.0158517825
2906,0.0143222245
2907,0.0132793441
2908,0.0139050723
2909,0.0180070687
2910,0.0251681809
2911,0.0266977389
2912,0.0205795071
2913,0.0175203911
2914,0.0159908332
2915,0.0205795071
2916,0.0316340396
2917,0.0254462824
2918,0.0318426156
2919,0.0423409453
2920,0.0338588511
