$Hourly dew point temp from met data (2017 surface data),
447.1033,2.78
447.1113,2.78
447.1133,2.78
447.1413,2.78
447.1463,2.78
447.1523,2.78
447.1543,2.22
447.1553,2.22
447.1823,2.78
447.1853,2.78
447.1903,2.78
447.1963,2.78
447.2283,2.78
447.2323,2.78
447.2373,2.78
447.2383,2.78
447.2803,2.78
447.3153,2.78
447.3213,2.78
447.3633,2.78
447.4053,2.78
447.4463,2.78
447.4883,2.78
447.5303,3.33
447.5713,3.33
447.6133,3.33
447.6433,3.89
447.6513,3.89
447.6553,3.89
447.6833,3.89
447.6863,3.89
447.6963,4.44
447.7363,3.89
447.7383,3.89
447.7793,3.89
447.7803,4.44
447.8213,4.44
447.8623,3.89
447.8633,3.89
447.8953,3.89
447.8993,3.89
447.9043,2.78
447.9053,3.33
447.9443,2.78
447.9463,3.33
447.9753,2.78
447.9883,3.33
448.0183,2.78
448.0303,3.89
448.0703,3.89
448.0713,3.89
448.1113,3.89
448.1133,3.89
448.1473,3.89
448.1553,3.89
448.1943,2.78
448.1963,3.33
448.2293,2.78
448.2333,2.78
448.2373,2.78
448.2383,2.22
448.2803,1.67
448.3093,1.11
448.3213,1.11
448.3573,1.11
448.3633,-0.56
448.4053,-1.67
448.4463,-1.67
448.4883,-1.67
448.5303,-1.67
448.5713,-2.22
448.6073,-2.78
448.6133,-2.78
448.6553,-1.67
448.6963,-1.11
448.7383,-1.67
448.7803,-2.22
448.8213,-6.11
448.8633,-5.56
448.9053,-6.11
448.9463,-6.11
448.9883,-5.56
449.0303,-6.67
449.0713,-6.11
449.1133,-5
449.1553,-5
449.1963,-6.11
449.2383,-7.22
449.2803,-7.78
449.3213,-7.78
449.3633,-7.78
449.4053,-6.67
449.4463,-6.11
449.4883,-6.11
449.5303,-6.11
449.5713,-6.11
449.6133,-7.78
449.6553,-8.33
449.6963,-8.33
449.7383,-6.67
449.7803,-5
449.8213,-2.22
449.8633,0
449.9053,0.56
449.9463,1.67
449.9883,3.33
450.0303,3.89
450.0713,4.44
450.1133,5.56
450.1553,5.56
450.1833,6.11
450.1913,6.11
450.1963,5
450.2383,4.44
450.2683,3.89
450.2763,3.89
450.2793,3.89
450.2803,3.89
450.3103,2.78
450.3213,2.78
450.3603,2.22
450.3613,2.22
450.3633,1.11
450.3973,1.11
450.4013,1.11
450.4053,0
450.4363,0
450.4393,0
450.4463,-1.11
450.4743,-1.11
450.4793,-1.11
450.4813,-1.11
450.4843,-2.22
450.4883,-3.33
450.5293,-2.78
450.5303,-2.78
450.5613,-2.78
450.5663,-6.11
450.5713,-6.67
450.6133,-13.89
450.6553,-16.11
450.6963,-15
450.7383,-17.78
450.7803,-16.11
450.8213,-16.67
450.8633,-17.22
450.9053,-16.67
450.9463,-17.22
450.9883,-16.11
451.0303,-16.11
451.0713,-15.56
451.1133,-17.78
451.1553,-18.33
451.1963,-18.33
451.2383,-17.78
451.2803,-18.89
451.3213,-18.89
451.3633,-18.89
451.4053,-18.89
451.4463,-18.33
451.4883,-18.89
451.5303,-18.33
451.5713,-17.78
451.6133,-17.22
451.6553,-17.22
451.6963,-17.22
451.7383,-15.56
451.7803,-16.11
451.8213,-16.11
451.8633,-16.67
451.9053,-16.11
451.9463,-13.89
451.9883,-10.56
452.0303,-10
452.0713,-8.89
452.1133,-7.78
452.1553,-7.78
452.1963,-7.22
452.2383,-7.22
452.2803,-7.22
452.3153,-7.22
452.3213,-6.67
452.3633,-6.11
452.4053,-5.56
452.4463,-5
452.4883,-4.44
452.5303,-4.44
452.5643,-5
452.5713,-5.56
452.6133,-5.56
452.6553,-7.22
452.6963,-7.22
452.7383,-3.33
452.7803,-2.22
452.8113,-2.22
452.8213,-1.67
452.8633,-1.11
452.8973,0
452.9053,0
452.9463,0.56
452.9883,1.11
453.0303,2.22
453.0713,2.78
453.1133,3.33
453.1553,3.89
453.1963,3.89
453.2243,3.89
453.2303,5
453.2363,5
453.2383,5
453.2723,6.11
453.2803,6.11
453.3213,6.67
453.3623,7.22
453.3633,6.67
453.3943,7.22
453.4053,7.78
453.4463,7.78
453.4883,8.33
453.5203,8.89
453.5303,9.44
453.5713,9.44
453.6073,8.89
453.6113,8.89
453.6133,9.44
453.6553,9.44
453.6963,8.89
453.7383,9.44
453.7693,8.89
453.7803,9.44
453.8213,9.44
453.8593,8.89
453.8623,8.89
453.8633,9.44
453.8963,8.89
453.9023,8.89
453.9043,8.89
453.9053,9.44
453.9413,8.89
453.9463,8.89
453.9883,8.89
454.0173,8.89
454.0223,7.78
454.0303,8.33
454.0573,7.78
454.0603,7.78
454.0643,8.89
454.0663,7.78
454.0713,8.89
454.0993,8.89
454.1013,7.78
454.1023,7.78
454.1043,7.78
454.1073,7.78
454.1103,8.89
454.1123,8.89
454.1133,8.89
454.1413,7.78
454.1513,7.78
454.1533,8.89
454.1543,8.89
454.1553,8.89
454.1823,7.78
454.1863,7.78
454.1923,7.78
454.1963,7.22
454.2263,7.22
454.2313,6.11
454.2383,5
454.2693,3.89
454.2803,4.44
454.3213,4.44
454.3633,4.44
454.3933,3.89
454.4053,4.44
454.4463,4.44
454.4743,3.89
454.4803,3.89
454.4833,3.89
454.4853,3.89
454.4883,4.44
454.5173,3.89
454.5213,3.89
454.5263,3.89
454.5293,3.89
454.5303,4.44
454.5713,4.44
454.6033,3.89
454.6133,5
454.6423,5
454.6513,5
454.6543,5
454.6553,5
454.6883,5
454.6933,5
454.6963,5
454.7323,5
454.7353,5
454.7373,5
454.7383,5
454.7703,6.11
454.7713,6.11
454.7783,6.11
454.7803,6.11
454.8213,6.67
454.8493,7.22
454.8553,7.22
454.8633,6.11
454.9043,6.11
454.9053,6.11
454.9463,6.11
454.9883,6.67
455.0193,7.22
455.0263,7.22
455.0293,7.22
455.0303,6.67
455.0573,7.22
455.0683,7.22
455.0713,7.22
455.0983,7.22
455.1133,6.67
455.1553,6.11
455.1963,6.11
455.2383,6.11
455.2713,6.11
455.2803,6.11
455.3163,6.11
455.3183,6.11
455.3203,6.11
455.3213,5.56
455.3553,6.11
455.3603,6.11
455.3623,6.11
455.3633,5.56
455.3643,6.11
455.3983,6.11
455.4053,5.56
455.4393,6.11
455.4463,6.11
455.4783,6.11
455.4813,6.11
455.4833,5
455.4883,5.56
455.5163,6.11
455.5203,5
455.5303,5.56
455.5603,6.11
455.5673,6.11
455.5713,5.56
455.6023,6.11
455.6043,6.11
455.6103,5
455.6133,5
455.6553,5.56
455.6963,6.11
455.7323,6.11
455.7343,6.11
455.7363,6.11
455.7383,6.11
455.7663,6.11
455.7753,6.11
455.7793,6.11
455.7803,6.11
455.8073,6.11
455.8103,6.11
455.8123,6.11
455.8213,5.56
455.8633,6.11
455.9003,6.11
455.9053,5.56
455.9343,6.11
455.9363,6.11
455.9463,5.56
455.9733,6.11
455.9783,6.11
455.9863,6.11
455.9883,6.11
456.0183,6.11
456.0303,5.56
456.0583,6.11
456.0713,5.56
456.0733,6.11
456.1013,6.11
456.1113,6.11
456.1133,5.56
456.1553,5.56
456.1883,6.11
456.1963,5.56
456.2383,5.56
456.2753,6.11
456.2793,6.11
456.2803,5.56
456.3213,5
456.3633,5
456.4053,5
456.4463,4.44
456.4883,4.44
456.5183,3.89
456.5273,3.89
456.5293,5
456.5303,5
456.5713,5
456.6133,5.56
456.6553,5.56
456.6843,6.11
456.6893,6.11
456.6963,6.11
456.7383,6.67
456.7803,6.67
456.8213,6.67
456.8633,6.67
456.9053,6.67
456.9463,6.11
456.9883,6.11
457.0303,5.56
457.0713,5.56
457.1133,5.56
457.1553,6.11
457.1963,6.11
457.2383,5.56
457.2803,5.56
457.3213,5.56
457.3633,5.56
457.4053,5.56
457.4463,6.67
457.4883,6.67
457.5303,6.67
457.5713,6.67
457.6133,6.67
457.6553,5.56
457.6963,6.11
457.7383,6.67
457.7803,6.67
457.8213,6.67
457.8633,6.67
457.9053,6.67
457.9463,8.89
457.9883,8.33
458.0303,7.22
458.0713,7.22
458.1133,6.67
458.1553,6.67
458.1963,6.11
458.2383,6.11
458.2803,6.11
458.3213,6.11
458.3633,5.56
458.4053,5.56
458.4463,6.11
458.4883,5.56
458.5303,5
458.5713,5.56
458.6133,5
458.6553,4.44
458.6963,5
458.7383,4.44
458.7803,4.44
458.8213,4.44
458.8633,4.44
458.9053,7.78
458.9463,7.22
458.9883,6.11
459.0303,6.11
459.0713,7.22
459.1133,6.67
459.1553,6.11
459.1963,5.56
459.2383,5
459.2803,4.44
459.3213,5
459.3633,5
459.4053,5.56
459.4463,6.11
459.4883,6.11
459.5303,5
459.5713,3.33
459.6133,2.78
459.6553,2.22
459.6963,2.22
459.7383,1.11
459.7803,0.56
459.8213,0.56
459.8633,-2.22
459.9053,-3.89
459.9463,-6.11
459.9883,-7.22
460.0303,-5
460.0713,-2.78
460.1133,-2.78
460.1553,-2.22
460.1963,-2.22
460.2383,-3.33
460.2803,-2.78
460.3213,-2.78
460.3633,-2.78
460.4053,-2.78
460.4463,-1.67
460.4883,-1.11
460.5303,-0.56
460.5713,-1.67
460.6133,-1.67
460.6553,-0.56
460.6963,0
460.7383,-0.56
460.7803,-1.67
460.8213,-1.11
460.8633,-0.56
460.9053,1.67
460.9463,2.78
460.9883,4.44
461.0303,6.11
461.0713,6.11
461.1133,6.11
461.1553,5.56
461.1963,6.11
461.2383,6.11
461.2803,5.56
461.3213,5.56
461.3633,5
461.4053,5.56
461.4463,6.11
461.4883,2.78
461.5303,2.78
461.5713,5.56
461.6133,7.22
461.6553,4.44
461.6963,3.33
461.7383,4.44
461.7803,4.44
461.8213,4.44
461.8633,6.67
461.9053,7.78
461.9463,8.33
461.9883,8.33
462.0303,7.78
462.0713,6.67
462.1133,5.56
462.1553,5
462.1963,5.56
462.2383,5.56
462.2803,5.56
462.3213,5
462.3633,5
462.4053,7.78
462.4463,8.89
462.4883,8.89
462.5303,8.89
462.5713,7.78
462.6133,5
462.6553,2.78
462.6963,4.44
462.7383,5
462.7803,5
462.8213,6.11
462.8633,5
462.9053,6.11
462.9463,7.22
462.9883,8.33
463.0303,9.44
463.0713,10
463.1133,10
463.1553,10
463.1963,10
463.2383,10.56
463.2803,10.56
463.3213,10.56
463.3633,11.11
463.4053,10.56
463.4463,10
463.4883,10
463.5303,10
463.5713,10
463.6133,9.44
463.6553,9.44
463.6963,8.89
463.7383,7.78
463.7803,7.78
463.8213,7.22
463.8633,7.22
463.9053,6.67
463.9393,6.11
463.9433,7.22
463.9463,6.67
463.9823,7.22
463.9883,6.67
464.0303,6.67
464.0313,7.22
464.0623,7.22
464.0643,7.22
464.0713,7.22
464.1133,7.22
464.1553,7.22
464.1963,7.22
464.2383,6.67
464.2803,6.67
464.3213,6.67
464.3633,7.22
464.4053,6.67
464.4463,7.78
464.4883,8.33
464.5303,9.44
464.5583,8.89
464.5653,11.11
464.5713,8.89
464.5983,8.89
464.6013,7.78
464.6033,7.78
464.6123,7.78
464.6133,7.78
464.6513,7.22
464.6543,7.22
464.6553,7.22
464.6873,7.22
464.6943,7.78
464.6963,7.78
464.7313,7.22
464.7343,7.78
464.7383,7.78
464.7723,7.78
464.7803,7.78
464.7813,7.22
464.8143,7.22
464.8213,5.56
464.8493,6.11
464.8533,6.11
464.8633,5.56
464.9053,5.56
464.9323,3.89
464.9443,2.78
464.9463,2.22
464.9883,0.56
465.0303,-2.22
465.0713,-3.89
465.1133,-4.44
465.1553,-5.56
465.1963,-6.11
465.2383,-5.56
465.2803,-5
465.3213,-5
465.3633,-5
465.4053,-5.56
465.4463,-5
465.4883,-4.44
465.5303,-5
465.5713,-4.44
465.6133,-4.44
465.6553,-4.44
465.6963,-5.56
465.7383,-4.44
465.7803,-5.56
465.8213,-6.11
465.8633,-7.22
465.9053,-7.22
465.9463,-8.89
465.9883,-8.89
466.0303,-7.78
466.0713,-6.67
466.1133,-7.22
466.1553,-6.11
466.1963,-6.11
466.2383,-6.11
466.2803,-5
466.3213,-3.89
466.3633,-3.89
466.4053,-3.33
466.4463,-2.78
466.4883,-1.67
466.5303,-1.67
466.5713,-0.56
466.6133,0.56
466.6553,-0.56
466.6963,-3.33
466.7383,-6.67
466.7803,-5.56
466.8213,-6.11
466.8633,-5
466.9053,-6.67
466.9463,-5.56
466.9883,-5.56
467.0303,-4.44
467.0713,-4.44
467.1133,-4.44
467.1553,-5
467.1963,-5
467.2383,-5.56
467.2803,-5
467.3213,-5
467.3633,-5
467.4053,-3.33
467.4463,-3.89
467.4883,-2.22
467.5303,-5
467.5713,-3.89
467.6133,-5
467.6553,-5.56
467.6963,-6.11
467.7383,-6.67
467.7803,-5.56
467.8213,-5.56
467.8633,-5.56
467.9053,-6.11
467.9463,-5.56
467.9883,-6.11
468.0303,-7.22
468.0713,-6.67
468.1133,-6.67
468.1553,-7.22
468.1963,-7.22
468.2383,-7.22
468.2803,-7.22
468.3213,-7.22
468.3633,-7.22
468.4053,-7.22
468.4463,-6.67
468.4883,-6.67
468.5303,-6.11
468.5713,-6.11
468.6133,-5.56
468.6553,-7.22
468.6963,-6.67
468.7383,-6.11
468.7803,-7.22
468.8213,-7.78
468.8633,-7.22
468.9053,-7.22
468.9463,-6.11
468.9883,-2.78
469.0303,-3.89
469.0713,-3.89
469.1133,-3.33
469.1553,-2.22
469.1963,-1.11
469.2383,-1.11
469.2803,-1.11
469.3213,-1.67
469.3633,-5
469.4053,-6.67
469.4463,-9.44
469.4883,-11.11
469.5303,-9.44
469.5713,-11.67
469.6133,-10
469.6553,-11.11
469.6963,-10.56
469.7383,-10
469.7803,-10.56
469.8213,-11.11
469.8633,-10.56
469.9053,-9.44
469.9463,-7.78
469.9883,-7.22
470.0303,-6.11
470.0713,-5.56
470.1133,-5
470.1553,-5.56
470.1963,-6.11
470.2383,-6.67
470.2803,-7.22
470.3213,-6.67
470.3633,-7.22
470.4053,-6.67
470.4463,-6.11
470.4883,-6.11
470.5303,-6.11
470.5713,-6.67
470.6133,-7.78
470.6553,-7.22
470.6953,-7.78
470.6963,-7.78
470.7383,-8.33
470.7803,-3.33
470.8213,-2.78
470.8633,-2.78
470.9053,-4.44
470.9463,-6.67
470.9883,-5.56
471.0303,-3.89
471.0713,-2.78
471.1133,-2.22
471.1553,-1.67
471.1963,-0.56
471.2343,-1.11
471.2373,0
471.2383,0
471.2743,0
471.2763,1.11
471.2803,0.56
471.3113,1.11
471.3173,1.11
471.3213,1.11
471.3523,1.11
471.3633,0.56
471.3973,1.11
471.3993,1.11
471.4053,1.11
471.4363,1.11
471.4423,1.11
471.4463,0.56
471.4813,1.11
471.4843,1.11
471.4883,0.56
471.5273,1.11
471.5293,1.11
471.5303,1.11
471.5573,1.11
471.5613,0
471.5673,1.11
471.5713,0
471.6053,-1.11
471.6113,0
471.6133,0
471.6403,-1.11
471.6553,0
471.6963,0.56
471.7383,0.56
471.7803,1.11
471.8203,2.22
471.8213,2.22
471.8633,2.78
471.8963,2.78
471.9033,2.78
471.9053,2.78
471.9463,1.67
471.9773,2.22
471.9883,1.67
472.0193,2.22
472.0263,2.22
472.0303,2.22
472.0603,2.22
472.0713,2.22
472.1133,2.22
472.1403,2.22
472.1433,2.22
472.1503,2.22
472.1533,2.22
472.1553,2.22
472.1823,2.22
472.1853,2.22
472.1963,1.67
472.2243,2.22
472.2283,2.22
472.2323,2.22
472.2383,1.67
472.2723,2.22
472.2803,2.22
472.3153,2.22
472.3213,2.22
472.3533,2.22
472.3563,2.22
472.3633,2.22
472.4053,2.78
472.4463,3.33
472.4883,3.33
472.4893,2.78
472.5303,3.33
472.5663,2.78
472.5673,2.78
472.5713,2.78
472.6013,2.78
472.6043,2.78
472.6133,2.78
472.6493,2.78
472.6553,2.22
472.6963,2.22
472.7383,2.22
472.7803,2.22
472.8133,2.22
472.8163,2.78
472.8213,2.22
472.8503,2.22
472.8543,2.78
472.8573,2.78
472.8633,2.78
472.8973,2.78
472.9053,2.78
472.9333,2.78
472.9383,2.78
472.9453,2.78
472.9463,2.78
472.9743,2.78
472.9813,2.78
472.9883,1.67
473.0193,2.78
473.0293,2.78
473.0303,2.78
473.0633,2.78
473.0663,2.78
473.0713,2.78
473.1003,2.78
473.1033,2.78
473.1133,2.78
473.1553,1.67
473.1963,1.11
473.2383,1.11
473.2803,0.56
473.3213,0
473.3633,0
473.4053,0
473.4463,0
473.4883,0.56
473.5303,1.67
473.5583,1.11
473.5713,0.56
473.6073,1.11
473.6133,0
473.6483,2.22
473.6553,2.22
473.6823,2.22
473.6863,2.22
473.6963,2.22
473.7383,2.22
473.7803,0.56
473.8213,1.11
473.8633,1.11
473.9053,1.11
473.9463,1.67
473.9883,2.22
474.0303,1.11
474.0713,1.11
474.1133,0.56
474.1553,0
474.1963,0
474.2383,0
474.2803,0.56
474.3213,0.56
474.3633,0.56
474.4053,1.11
474.4463,0
474.4883,-1.11
474.5303,-1.67
474.5713,-2.78
474.6133,-1.11
474.6553,-1.11
474.6963,-0.56
474.7383,0
474.7803,0.56
474.8213,0.56
474.8633,1.11
474.9053,0.56
474.9463,1.11
474.9883,1.67
475.0303,1.67
475.0713,1.67
475.1133,1.67
475.1553,1.67
475.1963,1.67
475.2383,1.67
475.2803,1.67
475.3213,1.67
475.3633,1.11
475.4053,1.67
475.4463,2.22
475.4883,2.22
475.5303,2.78
475.5713,1.67
475.6133,0
475.6553,-2.22
475.6963,-3.33
475.7383,-2.78
475.7803,-2.22
475.8213,-2.78
475.8533,-2.78
475.8633,-3.33
475.9053,-2.78
475.9463,-2.22
475.9883,-1.67
476.0303,-2.22
476.0713,-2.78
476.1133,-2.78
476.1553,-3.89
476.1963,-3.89
476.2383,-3.89
476.2803,-3.33
476.3213,-2.78
476.3633,-3.33
476.4053,-1.11
476.4463,-0.56
476.4883,-1.67
476.5303,-2.22
476.5713,-2.22
476.6133,-1.67
476.6553,-2.78
476.6963,-1.67
476.7383,-0.56
476.7803,-0.56
476.8213,-0.56
476.8633,-0.56
476.9053,0.56
476.9463,1.67
476.9883,1.67
477.0303,1.67
477.0713,2.78
477.1133,4.44
477.1553,5.56
477.1963,6.11
477.2383,6.67
477.2803,6.67
477.3213,6.11
477.3523,6.11
477.3533,7.22
477.3563,7.22
477.3573,7.22
477.3613,7.22
477.3623,7.22
477.3633,6.67
477.3933,7.22
477.3973,7.22
477.4053,7.22
477.4463,7.22
477.4883,7.78
477.5303,7.78
477.5713,5.56
477.6133,3.89
477.6553,3.33
477.6963,0.56
477.7383,-1.67
477.7803,0
477.8213,0
477.8633,3.89
477.9053,2.78
477.9463,2.78
477.9883,4.44
478.0303,5
478.0713,1.67
478.1133,-1.67
478.1553,-0.56
478.1963,0.56
478.2383,1.11
478.2803,1.67
478.3213,1.67
478.3633,1.67
478.4053,1.11
478.4463,1.11
478.4883,1.11
478.5303,1.11
478.5713,1.11
478.6133,0.56
478.6553,0.56
478.6963,-1.11
478.7383,-2.22
478.7803,-2.22
478.8213,-3.89
478.8633,-4.44
478.9053,-7.22
478.9323,-7.22
478.9463,-7.78
478.9883,-7.78
479.0303,-6.67
479.0713,-6.11
479.1133,-5.56
479.1553,-5
479.1963,-5
479.2383,-5.56
479.2803,-5.56
479.3213,-5
479.3633,-6.11
479.4053,-6.11
479.4463,-7.22
479.4883,-6.11
479.5303,-6.67
479.5713,-5.56
479.6133,-6.11
479.6553,-6.11
479.6963,-6.11
479.7383,-6.67
479.7803,-6.11
479.8213,-7.22
479.8633,-6.67
479.9053,-5
479.9463,-3.33
479.9883,-2.78
480.0303,-2.78
480.0713,-2.22
480.1133,-3.33
480.1553,-3.33
480.1963,-3.33
480.2383,-2.22
480.2803,-1.11
480.3213,0
480.3633,1.11
480.4053,1.67
480.4463,2.78
480.4883,4.44
480.5263,6.11
480.5303,6.67
480.5633,7.22
480.5693,7.22
480.5713,7.22
480.6013,7.22
480.6133,7.22
480.6443,7.78
480.6523,7.22
480.6553,7.22
480.6893,7.22
480.6963,6.67
480.7383,6.11
480.7653,7.22
480.7803,5.56
480.8213,6.11
480.8633,6.11
480.9053,6.67
480.9463,6.67
480.9883,5
481.0303,5.56
481.0713,6.11
481.1133,6.11
481.1543,6.11
481.1553,6.11
481.1893,6.11
481.1963,6.11
481.2383,6.11
481.2773,6.11
481.2803,6.11
481.3213,6.11
481.3633,6.11
481.4043,6.11
481.4053,6.11
481.4353,6.11
481.4463,6.11
481.4743,6.11
481.4883,5
481.5303,5
481.5713,5
481.6133,4.44
481.6553,4.44
481.6963,3.89
481.7383,3.89
481.7803,4.44
481.8213,4.44
481.8633,6.11
481.9053,6.67
481.9463,6.11
481.9883,6.11
482.0303,6.11
482.0713,6.11
482.1133,5.56
482.1553,5.56
482.1963,5
482.2383,5
482.2803,5
482.3213,5
482.3633,5
482.4053,4.44
482.4463,5
482.4823,6.11
482.4843,6.11
482.4863,6.11
482.4883,6.11
482.5203,6.11
482.5223,6.11
482.5293,6.11
482.5303,6.11
482.5593,5
482.5713,4.44
482.6003,2.78
482.6123,3.89
482.6133,3.89
482.6483,2.78
482.6553,4.44
482.6963,6.11
482.7383,6.11
482.7663,6.11
482.7683,6.11
482.7733,3.89
482.7783,2.78
482.7793,2.78
482.7803,3.33
482.8113,2.78
482.8213,2.22
482.8633,2.78
482.9013,2.22
482.9033,2.22
482.9043,2.22
482.9053,1.67
482.9343,1.11
482.9463,0
482.9883,-2.78
483.0303,-3.33
483.0713,-2.78
483.1133,-3.33
483.1553,-3.89
483.1963,-3.89
483.2383,-3.89
483.2803,-3.89
483.3213,-3.89
483.3633,-3.33
483.4053,-2.22
483.4373,-2.22
483.4463,-1.11
483.4883,-1.11
483.5303,0
483.5713,0
483.6133,0.56
483.6553,0
483.6943,-1.11
483.6963,-0.56
483.7233,0
483.7383,1.11
483.7803,1.11
483.8213,1.11
483.8633,0
483.9053,-0.56
483.9323,-1.11
483.9463,-0.56
483.9883,-1.11
484.0303,-0.56
484.0713,-1.67
484.1133,-1.67
484.1553,-2.22
484.1963,-3.33
484.2383,-4.44
484.2803,-4.44
484.3213,-4.44
484.3633,-4.44
484.4053,-4.44
484.4463,-4.44
484.4873,-6.11
484.4883,-5
484.5293,-6.11
484.5303,-6.11
484.5713,-6.67
484.6133,-7.22
484.6553,-7.22
484.6963,-9.44
484.7383,-13.89
484.7803,-11.11
484.8213,-12.78
484.8633,-13.33
484.9053,-12.22
484.9463,-11.11
484.9883,-10
485.0303,-8.89
485.0713,-9.44
485.1133,-8.89
485.1553,-7.78
485.1963,-7.22
485.2383,-5.56
485.2803,-4.44
485.3213,-3.89
485.3633,-3.33
485.4053,-2.78
485.4463,-2.22
485.4883,-3.33
485.5303,-3.89
485.5713,-5
485.6133,-5
485.6553,-6.11
485.6963,-5.56
485.7383,-3.89
485.7803,-2.22
485.8213,-2.22
485.8633,-2.22
485.9053,-1.67
485.9463,-1.67
485.9883,-1.11
486.0303,-1.67
486.0713,-1.11
486.1133,-1.11
486.1553,-1.11
486.1963,0
486.2383,-1.11
486.2803,0
486.3213,-2.22
486.3633,-2.78
486.4053,-4.44
486.4463,-3.33
486.4883,-1.67
486.5303,0
486.5713,2.78
486.6133,3.33
486.6553,7.22
486.6963,8.89
486.7383,8.89
486.7803,8.89
486.8213,7.22
486.8633,6.11
486.9053,5.56
486.9463,5
486.9883,4.44
487.0303,4.44
487.0713,5
487.1133,6.11
487.1553,6.67
487.1963,8.33
487.2383,9.44
487.2803,10
487.3213,10.56
487.3633,10.56
487.4053,11.11
487.4463,12.22
487.4883,13.33
487.5303,15
487.5713,15.56
487.6133,16.11
487.6553,16.67
487.6963,15.56
487.7383,15.56
487.7803,16.11
487.8213,16.11
487.8633,15
487.9053,15.56
487.9463,16.11
487.9883,17.22
488.0303,17.78
488.0713,17.78
488.1133,17.22
488.1553,16.11
488.1963,16.11
488.2383,17.22
488.2743,17.78
488.2763,17.78
488.2803,18.33
488.3213,18.33
488.3633,18.33
488.4053,18.33
488.4463,18.33
488.4863,17.78
488.4873,17.78
488.4883,18.33
488.5183,17.78
488.5253,17.78
488.5303,18.33
488.5653,17.78
488.5713,17.78
488.6133,18.33
488.6413,17.78
488.6463,17.78
488.6483,17.78
488.6513,17.78
488.6553,17.78
488.6863,17.22
488.6963,17.78
488.7273,17.22
488.7383,17.22
488.7803,13.89
488.8213,13.89
488.8633,14.44
488.9053,10.56
488.9463,8.33
488.9883,7.78
489.0303,6.67
489.0713,5.56
489.1133,5.56
489.1553,6.11
489.1963,6.11
489.2383,6.11
489.2803,6.11
489.3213,6.67
489.3633,6.67
489.4053,6.67
489.4463,7.22
489.4883,7.22
489.5303,8.33
489.5713,7.22
489.6133,6.67
489.6543,7.22
489.6553,7.22
489.6963,6.11
489.7383,6.67
489.7803,7.22
489.8213,8.89
489.8483,7.78
489.8513,8.89
489.8633,7.78
489.9053,8.89
489.9463,7.78
489.9883,8.89
490.0303,8.33
490.0713,7.22
490.1133,7.22
490.1553,6.67
490.1963,6.11
490.2383,5.56
490.2803,4.44
490.3213,4.44
490.3633,4.44
490.4053,5
490.4463,5
490.4883,5
490.5303,3.33
490.5713,1.67
490.6133,2.78
490.6553,3.33
490.6963,5
490.7383,5.56
490.7803,6.11
490.8213,6.67
490.8633,6.67
490.9053,7.22
490.9463,6.11
490.9883,5
491.0303,3.89
491.0713,3.33
491.1133,3.89
491.1553,5
491.1963,6.11
491.2383,7.22
491.2803,8.89
491.3213,9.44
491.3633,9.44
491.3913,8.89
491.3953,10
491.4033,11.11
491.4053,11.11
491.4353,12.22
491.4463,12.22
491.4763,12.22
491.4783,12.22
491.4883,12.78
491.5243,12.78
491.5303,13.33
491.5583,12.78
491.5713,14.44
491.6133,13.89
491.6553,13.33
491.6963,10.56
491.7383,3.89
491.7803,1.67
491.8213,1.67
491.8633,2.78
491.9053,2.22
491.9463,1.67
491.9883,2.22
492.0303,0.56
492.0713,1.11
492.1133,1.11
492.1553,1.11
492.1963,1.67
492.2383,1.67
492.2803,2.22
492.3213,2.22
492.3633,2.22
492.4053,2.78
492.4463,2.22
492.4883,1.67
492.5303,1.11
492.5713,0.56
492.6133,0
492.6553,-2.78
492.6963,-2.78
492.7383,-4.44
492.7803,-4.44
492.8213,-2.22
492.8633,-1.11
492.9053,-2.22
492.9463,-2.22
492.9883,-3.33
493.0303,-2.78
493.0713,-1.11
493.1133,0.56
493.1553,3.33
493.1963,5
493.2383,5.56
493.2803,6.11
493.3213,7.22
493.3523,7.22
493.3543,7.22
493.3633,6.67
493.3943,7.22
493.4013,7.22
493.4033,7.22
493.4053,7.22
493.4343,7.78
493.4463,7.78
493.4773,7.78
493.4853,7.78
493.4873,7.78
493.4883,8.33
493.5153,8.89
493.5163,7.78
493.5193,8.89
493.5293,8.89
493.5303,8.89
493.5593,8.89
493.5673,8.89
493.5703,8.89
493.5713,8.89
493.5993,8.89
493.6083,8.89
493.6113,8.89
493.6123,10
493.6133,10
493.6443,10
493.6523,11.11
493.6553,10.56
493.6923,12.22
493.6963,12.22
493.7243,12.22
493.7383,13.33
493.7743,13.89
493.7763,13.89
493.7803,12.78
493.8153,12.22
493.8163,11.11
493.8213,10
493.8633,9.44
493.9053,8.33
493.9463,6.67
493.9883,5.56
494.0303,5
494.0713,2.78
494.1133,0.56
494.1553,-0.56
494.1963,-2.22
494.2383,-2.78
494.2803,-3.89
494.3213,-3.89
494.3633,-3.89
494.4053,-3.89
494.4463,-3.89
494.4883,-4.44
494.5303,-3.89
494.5713,-4.44
494.6133,-3.33
494.6553,-3.33
494.6963,-3.33
494.7383,-3.33
494.7803,-3.33
494.8213,-2.22
494.8633,-2.78
494.9053,-2.78
494.9463,-2.22
494.9883,-2.22
495.0303,-2.78
495.0713,-2.22
495.1133,-2.22
495.1553,-2.78
495.1963,-2.78
495.2383,-3.89
495.2803,-3.89
495.3213,-3.89
495.3633,-4.44
495.4053,-5.56
